method,clusters,router,setting_id,top_k,probes,repetitions,measurements,complete_processes,complete,qualified,recall,p50_ms,p95_ms,total_query_ms,process_p50_median_ms,process_p50_min_ms,process_p50_max_ms,logical_index_bytes,lifetime_peak_bytes,mean_documents_scored,mean_nodes,mean_bitplane_words,mean_leaf_words,mean_prefix_levels,mean_prefix_lookups,mean_final_depth,original_setting_id,source_study,source_folder,source_ram_budget_bytes,router_stored_fields_bytes,stored_fields_with_router_bytes,mean_opened_rows,opened_rows_scan_setting_id,target,repeat_status,repeat_setting_id,repeat_p50_ms,repeat_p95_ms,repeat_recall,repeat_meets_target,repeat_process_p50_min_ms,repeat_process_p50_max_ms,leaf_size,node_budget,exploration,seed,start_depth,candidate_target,reasons,source_setting_ids
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00422,1,125,1,1000,1,True,True,0.95,1.4093335003053653,1.5525312499448773,1415.4549120285083,1.4093335003053653,1.4093335003053653,1.4093335003053653,76110336,221806592,30948.356,125.0,0.0,544.017,0.0,0.0,0.0,main-s00422,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,80337408,30948.356,nomic-msmarco-d256::main-s00393,0.95,qualified,nomic-msmarco-d256::main-s00422,1.4097919993218966,1.5587708518069119,0.95,True,1.4074374994379468,1.413208499798202,2048,512,0,42,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00030,1,125,1,1000,1,True,True,0.95,1.3953335001133382,1.54760145014734,1406.9367150223115,1.3953335001133382,1.3953335001133382,1.3953335001133382,44000000,157204480,30948.356,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d256-followup-s00030,nomic-msmarco-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256-followup,32000000000,4227072,48227072,30948.356,nomic-msmarco-d256::main-s00393,0.95,qualified,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00030,1.4163334999466315,1.5818770998521359,0.95,True,1.403771000695997,1.43116649815056,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00393', 'target': 0.95}]",['main-s00393']
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00394,1,527,1,1000,1,True,True,0.99,5.083500000182539,5.402752049212722,5076.850722054587,5.083500000182539,5.083500000182539,5.083500000182539,40000000,184385536,128686.342,0.0,0.0,0.0,0.0,0.0,0.0,main-s00394,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,44227072,128686.342,nomic-msmarco-d256::main-s00394,0.99,qualified,nomic-msmarco-d256::main-s00394,5.094249498142744,5.411631249444326,0.99,True,5.0903544997709105,5.100457998196362,,,,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00427,1,527,1,1000,1,True,True,0.99,5.575270501140039,5.913475000033941,5571.6370710269985,5.575270501140039,5.575270501140039,5.575270501140039,76110336,221806592,128686.342,527.0,0.0,2266.713,0.0,0.0,0.0,main-s00427,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,80337408,128686.342,nomic-msmarco-d256::main-s00394,0.99,qualified,nomic-msmarco-d256::main-s00427,5.550041500100633,5.905550348870747,0.99,True,5.515916498552542,5.573166999965906,2048,8192,0,42,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00031,1,527,1,1000,1,True,True,0.99,5.741021001085755,6.106939249548304,5734.877538088767,5.741021001085755,5.741021001085755,5.741021001085755,44000000,157122560,128686.342,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d256-followup-s00031,nomic-msmarco-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256-followup,32000000000,4227072,48227072,128686.342,nomic-msmarco-d256::main-s00394,0.99,qualified,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00031,5.544812498555984,6.039425002563803,0.99,True,5.508021000423469,5.578437499934807,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00394', 'target': 0.99}]",['main-s00394']
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00396,10,3,1,1000,1,True,True,0.5101,0.11260399878665339,0.1266292001673719,113.33463697701518,0.11260399878665339,0.11260399878665339,0.11260399878665339,40000000,184385536,801.38,0.0,0.0,0.0,0.0,0.0,0.0,main-s00396,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,44227072,801.38,nomic-msmarco-d256::main-s00396,0.5,qualified,nomic-msmarco-d256::main-s00396,0.11220799933653325,0.12774999795510666,0.5101,True,0.11166699914610945,0.11281250044703484,,,,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00434,10,3,1,1000,1,True,True,0.5101,0.12116649941162905,0.13712500003748573,122.17190799856326,0.12116649941162905,0.12116649941162905,0.12116649941162905,76110336,221806592,801.38,3.0,0.0,13.987,0.0,0.0,0.0,main-s00434,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,80337408,801.38,nomic-msmarco-d256::main-s00396,0.5,qualified,nomic-msmarco-d256::main-s00434,0.1218544985022163,0.13801249951939093,0.5101,True,0.12112500189687125,0.12289600090298336,2048,512,0,42,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00032,10,3,1,1000,1,True,True,0.5101,0.1141875000030268,0.13096104721626034,115.13532999015297,0.1141875000030268,0.1141875000030268,0.1141875000030268,44000000,157204480,801.38,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d256-followup-s00032,nomic-msmarco-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256-followup,32000000000,4227072,48227072,801.38,nomic-msmarco-d256::main-s00396,0.5,qualified,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00032,0.1156250000349246,0.1311270516453078,0.5101,True,0.11404199904063717,0.11683299999276642,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00396', 'target': 0.5}]",['main-s00396']
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00397,10,35,1,1000,1,True,True,0.8008,0.43056250069639646,0.48714584854678833,431.8084769838606,0.43056250069639646,0.43056250069639646,0.43056250069639646,40000000,184385536,8847.072,0.0,0.0,0.0,0.0,0.0,0.0,main-s00397,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,44227072,8847.072,nomic-msmarco-d256::main-s00397,0.8,qualified,nomic-msmarco-d256::main-s00397,0.4241665010340512,0.48133399832295254,0.8008,True,0.42262500028300565,0.42639599996618927,,,,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00438,10,35,1,1000,1,True,True,0.8008,0.4443750003702007,0.5022604008445342,445.97704205079935,0.4443750003702007,0.4443750003702007,0.4443750003702007,76110336,221806592,8847.072,35.0,0.0,155.191,0.0,0.0,0.0,main-s00438,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,80337408,8847.072,nomic-msmarco-d256::main-s00397,0.8,qualified,nomic-msmarco-d256::main-s00438,0.444041999799083,0.5020839998906013,0.8008,True,0.4435210012161406,0.44462500227382407,2048,512,0,42,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00033,10,35,1,1000,1,True,True,0.8008,0.4600629999913508,0.5213381507928716,461.71951291762525,0.4600629999913508,0.4600629999913508,0.4600629999913508,44000000,156975104,8847.072,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d256-followup-s00033,nomic-msmarco-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256-followup,32000000000,4227072,48227072,8847.072,nomic-msmarco-d256::main-s00397,0.8,qualified,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00033,0.47914599963405635,0.5462982515382464,0.8008,True,0.46568749894504435,0.49110399959317874,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00397', 'target': 0.8}]",['main-s00397']
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00398,10,118,1,1000,1,True,True,0.9002,1.2688339993474074,1.4030711488885572,1271.8508030193334,1.2688339993474074,1.2688339993474074,1.2688339993474074,40000000,184385536,29231.202,0.0,0.0,0.0,0.0,0.0,0.0,main-s00398,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,44227072,29231.202,nomic-msmarco-d256::main-s00398,0.9,qualified,nomic-msmarco-d256::main-s00398,1.2303124985919567,1.357999997890147,0.9002,True,1.228583498232183,1.232166499903542,,,,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00442,10,118,1,1000,1,True,True,0.9002,1.2668340004893253,1.3966603990411386,1273.2016520021716,1.2668340004893253,1.2668340004893253,1.2668340004893253,76110336,221806592,29231.202,118.0,0.0,513.787,0.0,0.0,0.0,main-s00442,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,80337408,29231.202,nomic-msmarco-d256::main-s00398,0.9,qualified,nomic-msmarco-d256::main-s00442,1.2762295009451918,1.4188360526532051,0.9002,True,1.272583498575841,1.2784790014848113,2048,512,0,42,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00034,10,118,1,1000,1,True,True,0.9002,1.3301875005709007,1.4702464975925977,1337.3013469863508,1.3301875005709007,1.3301875005709007,1.3301875005709007,44000000,157204480,29231.202,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d256-followup-s00034,nomic-msmarco-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256-followup,32000000000,4227072,48227072,29231.202,nomic-msmarco-d256::main-s00398,0.9,qualified,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00034,1.3603335009975126,1.5270997007974074,0.9002,True,1.333082998826285,1.4033544994163094,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00398', 'target': 0.9}]",['main-s00398']
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00399,10,289,1,1000,1,True,True,0.9501,2.8575414999068016,3.077758349627402,2854.5860539870773,2.8575414999068016,2.8575414999068016,2.8575414999068016,40000000,184385536,70870.196,0.0,0.0,0.0,0.0,0.0,0.0,main-s00399,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,44227072,70870.196,nomic-msmarco-d256::main-s00399,0.95,qualified,nomic-msmarco-d256::main-s00399,2.8573335002874956,3.094291648085345,0.9501,True,2.855666500181542,2.8585830004885793,,,,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00447,10,289,1,1000,1,True,True,0.9501,2.936937500635395,3.1664083513533114,2940.812688000733,2.936937500635395,2.936937500635395,2.936937500635395,76110336,221806592,70870.196,289.0,0.0,1247.491,0.0,0.0,0.0,main-s00447,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,80337408,70870.196,nomic-msmarco-d256::main-s00399,0.95,qualified,nomic-msmarco-d256::main-s00447,2.9401669999060687,3.1646006525988923,0.9501,True,2.9366875023697503,2.944750000096974,2048,8192,0,42,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00035,10,289,1,1000,1,True,True,0.9501,3.1105004982237006,3.3642475980741438,3107.576631955453,3.1105004982237006,3.1105004982237006,3.1105004982237006,44000000,156975104,70870.196,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d256-followup-s00035,nomic-msmarco-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256-followup,32000000000,4227072,48227072,70870.196,nomic-msmarco-d256::main-s00399,0.95,qualified,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00035,3.2097500006784685,3.5443976015812946,0.9501,True,3.1241455017152475,3.2542714980081655,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00399', 'target': 0.95}]",['main-s00399']
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00400,10,994,1,1000,1,True,True,0.99,9.474145499552833,9.896228498746495,9462.38290599831,9.474145499552833,9.474145499552833,9.474145499552833,40000000,184385536,242528.686,0.0,0.0,0.0,0.0,0.0,0.0,main-s00400,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,44227072,242528.686,nomic-msmarco-d256::main-s00400,0.99,qualified,nomic-msmarco-d256::main-s00400,9.481478997258819,9.906823247365537,0.99,True,9.47762500072713,9.491854001680622,,,,,,,,
