method,clusters,router,setting_id,top_k,probes,repetitions,measurements,complete_processes,complete,qualified,recall,p50_ms,p95_ms,total_query_ms,process_p50_median_ms,process_p50_min_ms,process_p50_max_ms,logical_index_bytes,lifetime_peak_bytes,mean_documents_scored,mean_nodes,mean_bitplane_words,mean_leaf_words,mean_prefix_levels,mean_prefix_lookups,mean_final_depth,exploration,seed,leaf_size,node_budget,prefer_deeper_ties,start_depth,candidate_target
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-4096-seed42,main-s00424,100,575,1,1000,1,True,True,0.90001,1.3671870019607013,1.460887502435071,1366.221130007034,1.3671870019607013,1.3671870019607013,1.3671870019607013,16000000,105889792,136621.974,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-4096-seed42,main-s00426,100,1976,1,1000,1,True,True,0.99,4.401770998811116,4.5874249986809446,4414.639084036025,4.401770998811116,4.401770998811116,4.401770998811116,16000000,105889792,474683.121,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
scan,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-64-seed42,main-s00038,100,2,1,1000,1,True,True,0.50217,0.31150000177149195,0.4163128012805828,322.2246849327348,0.31150000177149195,0.31150000177149195,0.31150000177149195,16000000,93323264,32978.655,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
scan,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-64-seed42,main-s00033,1,5,1,1000,1,True,True,0.831,0.6653335003647953,0.8399687496421392,672.9705669895338,0.6653335003647953,0.6653335003647953,0.6653335003647953,16000000,93323264,80012.232,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
scan,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-64-seed42,main-s00032,1,1,1,1000,1,True,True,0.519,0.1398330005031312,0.20462915090320166,146.14438502394478,0.1398330005031312,0.1398330005031312,0.1398330005031312,16000000,93323264,16926.847,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-1024-seed42,main-s00230,100,14,1,1000,1,True,True,0.51171,0.15895850265223999,0.18197679928562135,159.8747420248401,0.15895850265223999,0.15895850265223999,0.15895850265223999,16000000,105824256,13597.173,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-1024-seed42,main-s00232,100,174,1,1000,1,True,True,0.90051,1.4999585000623483,1.5953485506543075,1496.0281209714594,1.4999585000623483,1.4999585000623483,1.4999585000623483,16000000,105824256,166973.947,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-1024-seed42,main-s00234,100,560,1,1000,1,True,True,0.99007,4.715624500022386,4.8878854020586004,4713.456632031011,4.715624500022386,4.715624500022386,4.715624500022386,16000000,105824256,541767.52,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-4096-seed42,main-s00422,100,40,1,1000,1,True,True,0.50745,0.14845850091660395,0.16455239801871357,149.07790797951748,0.14845850091660395,0.14845850091660395,0.14845850091660395,16000000,105611264,9620.057,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-4096-seed42,main-s00419,1,341,1,1000,1,True,True,0.95,0.8273540006484836,0.8957520994954393,827.2996959858574,0.8273540006484836,0.8273540006484836,0.8273540006484836,16000000,105611264,80928.557,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-4096-seed42,main-s00418,1,161,1,1000,1,True,True,0.9,0.41608300125517417,0.4586690502037527,416.73687805086956,0.41608300125517417,0.41608300125517417,0.41608300125517417,16000000,105611264,38227.912,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
scan,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-64-seed42,main-s00035,1,15,1,1000,1,True,True,0.954,1.9725629990716698,2.300188950903248,1980.3466368393856,1.9725629990716698,1.9725629990716698,1.9725629990716698,16000000,93487104,235776.79,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
scan,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-64-seed42,main-s00039,100,10,1,1000,1,True,True,0.81583,1.3676875005330658,1.618768400112458,1375.209029065445,1.3676875005330658,1.3676875005330658,1.3676875005330658,16000000,93487104,158120.42,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
scan,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-64-seed42,main-s00040,100,18,1,1000,1,True,True,0.90613,2.4083124990283977,2.761124699281936,2416.12243399868,2.4083124990283977,2.4083124990283977,2.4083124990283977,16000000,93487104,282409.386,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-1024-seed42,main-s00226,1,64,1,1000,1,True,True,0.902,0.5335415007721167,0.5902708480789443,534.7598330663459,0.5335415007721167,0.5335415007721167,0.5335415007721167,16000000,106037248,61360.983,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-1024-seed42,main-s00227,1,114,1,1000,1,True,True,0.95,0.9596044983481988,1.038227700337302,958.0170150984486,0.9596044983481988,0.9596044983481988,0.9596044983481988,16000000,106037248,109313.421,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-1024-seed42,main-s00231,100,83,1,1000,1,True,True,0.80057,0.7275834996107733,0.794969399976253,727.3731739805953,0.7275834996107733,0.7275834996107733,0.7275834996107733,16000000,106037248,79538.45,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-4096-seed42,main-s00416,1,6,1,1000,1,True,True,0.504,0.04012499994132668,0.04541905036603566,40.500103026715806,0.04012499994132668,0.04012499994132668,0.04012499994132668,16000000,105660416,1477.358,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-4096-seed42,main-s00425,100,969,1,1000,1,True,True,0.95006,2.221645998361055,2.3502750007537543,2220.6764029251644,2.221645998361055,2.221645998361055,2.221645998361055,16000000,105660416,230920.879,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-4096-seed42,main-s00423,100,261,1,1000,1,True,True,0.80033,0.6616455011680955,0.7150565486881533,660.6889550312189,0.6616455011680955,0.6616455011680955,0.6616455011680955,16000000,105660416,61908.513,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
branch,1,,main-s00004,1,1,1,1000,1,True,True,1.0,11.764770999434404,91.33359579973327,23390.847736958676,11.764770999434404,11.764770999434404,11.764770999434404,24000000,583254016,5837.099,1317.978,15515359.375,5078046.875,0.0,0.0,0.0,0,42,32,8192,False,,
prefix,1,,main-s00027,100,1,1,1000,1,True,True,0.00147,0.004666002496378496,0.006838101216999345,5.410404970461968,0.004666002496378496,0.004666002496378496,0.004666002496378496,20000000,93306880,2.571,0.0,0.0,0.0,8.333,16.666,24.667,,,,,,32,1
branch,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-64-seed42,main-s00101,100,27,1,1000,1,True,True,0.94526,5.025520998970023,5.437342299046577,5003.1728870053485,5.025520998970023,5.025520998970023,5.025520998970023,24015872,108691456,35293.983,8131.386,1512141.697,541105.949,0.0,0.0,0.0,0,42,32,8192,True,,
branch,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-64-seed42,main-s00088,100,10,1,1000,1,True,True,0.8157,5.0097504990844755,5.626894050874398,4816.794082027627,5.0097504990844755,5.0097504990844755,5.0097504990844755,24015872,108691456,41419.005,7672.257,1309033.846,656753.773,0.0,0.0,0.0,0,42,32,8192,False,,
branch,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-64-seed42,main-s00111,100,51,1,1000,1,True,True,0.31135,0.24014600057853386,0.26529824772296706,241.36353796347976,0.24014600057853386,0.24014600057853386,0.24014600057853386,24015872,108691456,511.401,512.0,120322.6,6366.007,0.0,0.0,0.0,0,42,32,512,True,,
prefix,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-64-seed42,main-s00135,1,9,1,1000,1,True,True,0.909,1.184520500828512,1.419922303102794,1192.7830170134257,1.184520500828512,1.184520500828512,1.184520500828512,20000000,95911936,142630.73,0.0,0.0,0.0,2.0,18.0,0.0,,,,,,1,500000
prefix,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-64-seed42,main-s00182,100,10,1,1000,1,True,True,0.0979,0.049457998102298006,0.07392944917228304,52.500588026305195,0.049457998102298006,0.049457998102298006,0.049457998102298006,20000000,95911936,1783.755,0.0,0.0,0.0,7.095,141.9,9.905,,,,,,16,1000
prefix,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-64-seed42,main-s00213,100,44,1,1000,1,True,True,0.57158,1.1573545016290154,3.6197996472765226,1944.8957930217148,1.1573545016290154,1.1573545016290154,1.1573545016290154,20000000,95911936,226704.311,0.0,0.0,0.0,1.0,88.0,4.0,,,,,,4,100
branch,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-1024-seed42,main-s00250,1,64,1,1000,1,True,True,0.902,1.1045834980905056,2.057731248169148,1141.4438039137167,1.1045834980905056,1.1045834980905056,1.1045834980905056,24260096,114786304,18685.359,4143.757,46483.594,19914.264,0.0,0.0,0.0,0,42,32,8192,False,,
branch,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-1024-seed42,main-s00302,100,662,1,1000,1,True,True,0.42741,2.142895998986205,2.262821150725358,2149.565465053456,2.142895998986205,2.142895998986205,2.142895998986205,24260096,114786304,2592.734,8192.0,120916.931,8447.495,0.0,0.0,0.0,0,42,8,8192,True,,
branch,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-1024-seed42,main-s00296,100,560,1,1000,1,True,True,0.48388,2.1541249989240896,2.2820062511527794,2159.0102979644143,2.1541249989240896,2.1541249989240896,2.1541249989240896,24260096,114786304,2957.771,8192.0,119589.23,9856.848,0.0,0.0,0.0,0,42,8,8192,True,,
prefix,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-1024-seed42,main-s00376,100,83,1,1000,1,True,True,0.03466,0.10268799996993039,0.12413335280143654,103.97573405498406,0.10268799996993039,0.10268799996993039,0.10268799996993039,20000000,102678528,194.532,0.0,0.0,0.0,19.367,3214.922,13.633,,,,,,32,100
prefix,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-1024-seed42,main-s00382,100,174,1,1000,1,True,True,0.54935,0.6474585006799316,1.1421086514019407,660.0530470132071,0.6474585006799316,0.6474585006799316,0.6474585006799316,20000000,102678528,64818.862,0.0,0.0,0.0,1.21,421.08,3.79,,,,,,4,10000
prefix,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-1024-seed42,main-s00366,100,14,1,1000,1,True,True,0.00277,0.021708499843953177,0.02591700103948824,21.81919810391264,0.021708499843953177,0.021708499843953177,0.021708499843953177,20000000,102678528,2.546,0.0,0.0,0.0,11.86,332.08,21.14,,,,,,32,1
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-4096-seed42,main-s00443,1,161,1,1000,1,True,True,0.9,1.1809170009655645,1.6337684479367454,1148.9489999439684,1.1809170009655645,1.1809170009655645,1.1809170009655645,25028096,115425280,20221.672,4688.787,14071.139,6560.456,0.0,0.0,0.0,0,42,32,8192,True,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-4096-seed42,main-s00493,100,1976,1,1000,1,True,True,0.99,4.754313000375987,4.961737499797891,4774.98589804236,4.754313000375987,4.754313000375987,4.754313000375987,25028096,115425280,474683.121,1976.0,0.0,8384.263,0.0,0.0,0.0,0,42,2048,8192,False,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-4096-seed42,main-s00442,1,161,1,1000,1,True,True,0.9,1.1570629994821502,1.5997122009139275,1123.802124056965,1.1570629994821502,1.1570629994821502,1.1570629994821502,25028096,115425280,20221.666,4688.787,14071.144,6560.452,0.0,0.0,0.0,0,42,32,8192,False,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-4096-seed42,main-s00566,100,261,1,1000,1,True,True,0.12482,0.24435449995507952,0.29171845180826494,243.43675403724774,0.24435449995507952,0.24435449995507952,0.24435449995507952,20000000,103464960,1690.844,0.0,0.0,0.0,8.127,4242.294,8.873,,,,,,16,1000
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-4096-seed42,main-s00525,1,161,1,1000,1,True,True,0.597,0.20029149891342968,0.3550125000401749,226.4360830122314,0.20029149891342968,0.20029149891342968,0.20029149891342968,20000000,103464960,14982.62,0.0,0.0,0.0,1.001,322.322,3.999,,,,,,4,100
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-4096-seed42,main-s00531,1,341,1,1000,1,True,True,0.013,0.23839599998609629,0.31573089909215923,238.13622905072407,0.23839599998609629,0.23839599998609629,0.23839599998609629,20000000,103464960,2.53,0.0,0.0,0.0,9.7,6615.4,23.3,,,,,,32,1
branch,1,,main-s00010,100,1,1,1000,1,True,True,0.99968,153.9851665002061,166.45016525071696,132978.93435803053,153.9851665002061,153.9851665002061,153.9851665002061,24000000,815448064,36478.298,6922.689,75964625.0,32202390.625,0.0,0.0,0.0,0,42,32,8192,False,,
prefix,1,,main-s00023,100,1,1,1000,1,True,True,1.0,8.298124999782885,8.405920199948014,8307.70350806415,8.298124999782885,8.298124999782885,8.298124999782885,20000000,93257728,1000000.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,0,0
branch,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-64-seed42,main-s00050,1,5,1,1000,1,True,True,0.831,0.9693129995866911,4.078083651074848,1390.905798984022,0.9693129995866911,0.9693129995866911,0.9693129995866911,24015872,115425280,3171.508,2814.513,541850.285,172923.96,0.0,0.0,0.0,0,42,8,8192,True,,
branch,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-64-seed42,main-s00097,100,18,1,1000,1,True,True,0.90613,3.148624999084859,3.879289600627089,3138.4387979815074,3.148624999084859,3.148624999084859,3.148624999084859,24015872,115425280,256570.173,695.015,95645.419,84872.281,0.0,0.0,0.0,0,42,2048,8192,False,,
branch,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-64-seed42,main-s00086,100,10,1,1000,1,True,True,0.8043,4.266124500645674,4.761420501563407,4253.1738840079925,4.266124500645674,4.266124500645674,4.266124500645674,24015872,115425280,9205.418,8135.705,1565307.047,508987.112,0.0,0.0,0.0,0,42,8,8192,True,,
prefix,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-64-seed42,main-s00201,100,27,1,1000,1,True,True,0.00159,0.02579200008767657,0.037546148632827674,26.226417016005144,0.02579200008767657,0.02579200008767657,0.02579200008767657,20000000,96026624,2.488,0.0,0.0,0.0,8.673,468.342,24.327,,,,,,32,1
