query,full_float_best_row,full_float_best_score,binary_top1_row,binary_top1_full_score,top1_full_score_gap,top1_agrees,candidate_count,candidate_best_row,candidate_best_full_score,candidate_best_full_score_gap,candidates_agree,pool,binary_dimensions,query_id
13,281422,0.8052669763565063,362613,0.6795485019683838,0.12571847438812256,False,100,344620,0.7634081244468689,0.04185885190963745,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1087066
14,564778,0.6513327956199646,593670,0.4855589270591736,0.16577386856079102,False,100,664777,0.6414803266525269,0.009852468967437744,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,724275
15,383884,0.7172079086303711,934361,0.5318233966827393,0.18538451194763184,False,100,875525,0.6566797494888306,0.06052815914154053,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,693297
16,10425,0.8774731159210205,10425,0.8774731159210205,0.0,True,100,10425,0.8774731159210205,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,728836
17,709408,0.7845781445503235,715794,0.5492672324180603,0.23531091213226318,False,100,709408,0.7845781445503235,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,666792
18,680106,0.7942816615104675,935081,0.5090164542198181,0.2852652072906494,False,100,680106,0.7942816615104675,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,546956
19,762651,0.8309018611907959,762651,0.8309018015861511,5.960464477539063e-08,True,100,762651,0.8309018015861511,5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,543251
20,204543,0.8623309135437012,204543,0.8623309135437012,0.0,True,100,204543,0.8623309135437012,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,694560
21,124286,0.8365209102630615,671202,0.5484497547149658,0.2880711555480957,False,100,124286,0.8365209102630615,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,743868
22,558229,0.6977510452270508,679019,0.5009953379631042,0.19675570726394653,False,100,278242,0.6960739493370056,0.001677095890045166,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,438058
23,651088,0.7826722264289856,960890,0.5392452478408813,0.24342697858810425,False,100,500989,0.6016365885734558,0.18103563785552979,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,998891
24,189472,0.857132077217102,505679,0.6645603775978088,0.1925716996192932,False,100,189472,0.857132077217102,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,554738
25,243150,0.7399149537086487,401611,0.49774467945098877,0.2421702742576599,False,100,173283,0.685569167137146,0.054345786571502686,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,991662
26,597994,0.7952873110771179,740553,0.6741969585418701,0.1210903525352478,False,100,597994,0.7952872514724731,5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,985275
27,975593,0.8933180570602417,43050,0.7043792605400085,0.18893879652023315,False,100,831890,0.8411820530891418,0.052136003971099854,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,894161
28,611391,0.7231478691101074,86955,0.581984281539917,0.14116358757019043,False,100,704742,0.6985158920288086,0.024631977081298828,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1070324
29,504239,0.8296670913696289,504239,0.8296670913696289,0.0,True,100,504239,0.8296670913696289,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,863623
30,153442,0.7254360318183899,605330,0.6199756860733032,0.10546034574508667,False,100,787766,0.7083483934402466,0.01708763837814331,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1097492
31,255035,0.8630824089050293,209010,0.828313946723938,0.03476846218109131,False,100,255035,0.8630824089050293,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1082384
32,238824,0.8552760481834412,187713,0.6349442005157471,0.2203318476676941,False,100,953438,0.8479009866714478,0.007375061511993408,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,508104
33,613382,0.8125026822090149,260956,0.6980257034301758,0.11447697877883911,False,100,613382,0.8125026822090149,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,618223
34,715915,0.8920443058013916,715915,0.8920444250106812,-1.1920928955078125e-07,True,100,715915,0.8920444250106812,-1.1920928955078125e-07,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1083085
35,68810,0.7916085124015808,686737,0.634389340877533,0.15721917152404785,False,100,68810,0.7916085124015808,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,385652
36,978855,0.8200627565383911,978855,0.8200627565383911,0.0,True,100,978855,0.8200627565383911,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,751797
37,987749,0.7533677816390991,987749,0.7533677816390991,0.0,True,100,987749,0.7533677816390991,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1002716
38,565732,0.7800360918045044,396657,0.6233779191970825,0.15665817260742188,False,100,565732,0.7800361514091492,-5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,528760
39,553840,0.8727210760116577,908311,0.7377914786338806,0.1349295973777771,False,100,553840,0.8727210760116577,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,88160
40,847028,0.8522014021873474,283023,0.5254265069961548,0.3267748951911926,False,100,847028,0.8522013425827026,5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,753040
41,15273,0.8078603148460388,205779,0.5720920562744141,0.23576825857162476,False,100,534209,0.7990221381187439,0.008838176727294922,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,914845
42,55926,0.7292695641517639,633541,0.5654885768890381,0.16378098726272583,False,100,55926,0.7292695641517639,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1060616
43,204883,0.8715061545372009,204883,0.8715061545372009,0.0,True,100,204883,0.8715061545372009,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,27932
44,123273,0.8156422972679138,594915,0.7841942310333252,0.03144806623458862,False,100,382285,0.7977515459060669,0.017890751361846924,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1095059
45,468410,0.8200910687446594,861179,0.7766480445861816,0.04344302415847778,False,100,468410,0.8200910091400146,5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1082966
46,725899,0.8420657515525818,292067,0.7359309196472168,0.10613483190536499,False,100,725899,0.8420658111572266,-5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1085141
47,195435,0.8750072717666626,128288,0.8723419308662415,0.0026653409004211426,False,100,195435,0.8750072717666626,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,319652
48,631394,0.7356913089752197,166426,0.6483644843101501,0.08732682466506958,False,100,886805,0.7243556976318359,0.011335611343383789,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,527568
49,173558,0.8065806031227112,586522,0.7602617144584656,0.046318888664245605,False,100,831529,0.7836017608642578,0.02297884225845337,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,239830
50,431559,0.7574851512908936,904921,0.5661948919296265,0.1912902593612671,False,100,991041,0.6720508933067322,0.08543425798416138,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1052585
51,96482,0.7799615859985352,534715,0.634789228439331,0.1451723575592041,False,100,536753,0.769668698310852,0.010292887687683105,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1098276
52,908352,0.7863599061965942,908352,0.7863599061965942,0.0,True,100,908352,0.7863599061965942,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,906901
53,800043,0.8300161957740784,992522,0.5391354560852051,0.2908807396888733,False,100,800043,0.8300160765647888,1.1920928955078125e-07,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,227637
54,610534,0.7643043994903564,919379,0.6433829069137573,0.12092149257659912,False,100,421394,0.7640807032585144,0.00022369623184204102,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,583686
55,343336,0.7838178873062134,365665,0.5277763605117798,0.2560415267944336,False,100,119812,0.7220667600631714,0.06175112724304199,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,75717
56,428874,0.8369560241699219,361550,0.8244951963424683,0.012460827827453613,False,100,428874,0.8369560241699219,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1089868
57,945094,0.7914921045303345,528242,0.6587326526641846,0.1327594518661499,False,100,945094,0.7914921045303345,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1011382
58,970338,0.865027904510498,203952,0.860404908657074,0.004622995853424072,False,100,970338,0.865027904510498,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,583766
59,465925,0.8368968963623047,465925,0.8368967771530151,1.1920928955078125e-07,True,100,465925,0.8368967771530151,1.1920928955078125e-07,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1089051
60,246415,0.8834593892097473,553209,0.882811963558197,0.000647425651550293,False,100,246415,0.8834593892097473,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,790110
61,731587,0.8366429805755615,826608,0.6110491752624512,0.22559380531311035,False,100,731587,0.8366429805755615,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,447540
62,355267,0.7685653567314148,718508,0.5088509917259216,0.25971436500549316,False,100,855955,0.7468830347061157,0.021682322025299072,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1083157
63,454908,0.7564841508865356,824258,0.5390070676803589,0.21747708320617676,False,100,760818,0.6927552819252014,0.06372886896133423,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,348994
64,859955,0.857674777507782,859955,0.8576747179031372,5.960464477539063e-08,True,100,859955,0.8576747179031372,5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1024950
65,453813,0.783561110496521,311539,0.547858476638794,0.23570263385772705,False,100,720106,0.6256788969039917,0.1578822135925293,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1056265
66,501650,0.8676449060440063,501650,0.8676449656486511,-5.960464477539063e-08,True,100,501650,0.8676449656486511,-5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1087603
67,438410,0.8884674310684204,438410,0.8884673714637756,5.960464477539063e-08,True,100,438410,0.8884673714637756,5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1095716
68,315609,0.8364276885986328,509436,0.49925243854522705,0.33717525005340576,False,100,60366,0.6685338020324707,0.1678938865661621,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,234644
69,325931,0.862202525138855,325931,0.862202525138855,0.0,True,100,325931,0.862202525138855,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,256052
70,133752,0.7632209658622742,337232,0.5647163391113281,0.19850462675094604,False,100,71541,0.7246350646018982,0.03858590126037598,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1086555
71,606775,0.8813152313232422,719932,0.8745359182357788,0.006779313087463379,False,100,606775,0.8813151717185974,5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1007550
72,200768,0.8249679803848267,896893,0.6402267217636108,0.18474125862121582,False,100,606023,0.80597984790802,0.01898813247680664,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1098570
73,310409,0.8237096071243286,152997,0.647370457649231,0.17633914947509766,False,100,310409,0.8237095475196838,5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,399364
74,48487,0.7775566577911377,769511,0.7599874138832092,0.017569243907928467,False,100,48487,0.7775566577911377,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,91790
75,180873,0.8812318444252014,180873,0.8812318444252014,0.0,True,100,180873,0.8812318444252014,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1038859
76,959328,0.7269766926765442,806979,0.5762879252433777,0.1506887674331665,False,100,959328,0.7269766926765442,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1092416
77,325599,0.7984426021575928,138445,0.5696628093719482,0.22877979278564453,False,100,325599,0.7984426021575928,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,49234
78,375163,0.793766438961029,704636,0.5997868776321411,0.19397956132888794,False,100,375163,0.7937664985656738,-5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,174592
79,616131,0.7419721484184265,222469,0.6619664430618286,0.0800057053565979,False,100,142570,0.7015707492828369,0.0404013991355896,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,994070
80,73571,0.7872350811958313,73571,0.7872350811958313,0.0,True,100,73571,0.7872350811958313,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1090456
81,952336,0.8321444392204285,693018,0.4995870590209961,0.3325573801994324,False,100,952336,0.8321443796157837,5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1074997
82,536808,0.685397744178772,927463,0.468852162361145,0.21654558181762695,False,100,536808,0.6853976845741272,5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,199177
83,231633,0.6113725900650024,948157,0.39089852571487427,0.22047406435012817,False,100,156405,0.5417466163635254,0.06962597370147705,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,762455
84,489555,0.819716215133667,903068,0.5371291637420654,0.28258705139160156,False,100,489555,0.8197161555290222,5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,586916
85,871336,0.7152120471000671,911601,0.5890080332756042,0.1262040138244629,False,100,477469,0.6565456390380859,0.0586664080619812,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,334867
86,369624,0.833928108215332,369624,0.8339280486106873,5.960464477539063e-08,True,100,369624,0.8339280486106873,5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,91881
87,911057,0.6696867942810059,304769,0.521797776222229,0.14788901805877686,False,100,184095,0.6539928913116455,0.01569390296936035,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1100816
88,704760,0.7162407636642456,164175,0.5490694046020508,0.16717135906219482,False,100,704760,0.7162407636642456,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1099729
89,52434,0.8080835342407227,676353,0.6595120429992676,0.14857149124145508,False,100,226213,0.7875187397003174,0.020564794540405273,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,707670
90,340149,0.8192203044891357,861601,0.7615273594856262,0.05769294500350952,False,100,340149,0.8192203044891357,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,507381
91,873391,0.7215082049369812,535165,0.5036431550979614,0.21786504983901978,False,100,796350,0.709997832775116,0.011510372161865234,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,153037
92,130803,0.7789148092269897,747584,0.7016496658325195,0.07726514339447021,False,100,667130,0.7722353339195251,0.0066794753074646,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,569939
93,779826,0.8980802893638611,937356,0.7463195323944092,0.1517607569694519,False,100,779826,0.8980802297592163,5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,810210
94,864695,0.8612666130065918,864695,0.8612666130065918,0.0,True,100,864695,0.8612666130065918,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,709936
95,608550,0.8490001559257507,850206,0.8007240295410156,0.04827612638473511,False,100,828094,0.8195728063583374,0.02942734956741333,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,565696
96,146072,0.8060039281845093,51704,0.6890438795089722,0.11696004867553711,False,100,690707,0.8005148768424988,0.005489051342010498,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,808019
