query,full_float_best_row,full_float_best_score,query_id
60,246415,0.8834593892097473,790110
61,731587,0.8366429805755615,447540
62,355267,0.7685653567314148,1083157
63,454908,0.7564841508865356,348994
64,859955,0.857674777507782,1024950
65,453813,0.783561110496521,1056265
66,501650,0.8676449060440063,1087603
67,438410,0.8884674310684204,1095716
68,315609,0.8364276885986328,234644
69,325931,0.862202525138855,256052
70,133752,0.7632209658622742,1086555
71,606775,0.8813152313232422,1007550
72,200768,0.8249679803848267,1098570
73,310409,0.8237096071243286,399364
74,48487,0.7775566577911377,91790
75,180873,0.8812318444252014,1038859
76,959328,0.7269766926765442,1092416
77,325599,0.7984426021575928,49234
78,375163,0.793766438961029,174592
79,616131,0.7419721484184265,994070
80,73571,0.7872350811958313,1090456
81,952336,0.8321444392204285,1074997
82,536808,0.685397744178772,199177
83,231633,0.6113725900650024,762455
84,489555,0.819716215133667,586916
85,871336,0.7152120471000671,334867
86,369624,0.833928108215332,91881
87,911057,0.6696867942810059,1100816
88,704760,0.7162407636642456,1099729
89,52434,0.8080835342407227,707670
90,340149,0.8192203044891357,507381
91,873391,0.7215082049369812,153037
92,130803,0.7789148092269897,569939
93,779826,0.8980802893638611,810210
94,864695,0.8612666130065918,709936
95,608550,0.8490001559257507,565696
96,146072,0.8060039281845093,808019
97,751727,0.8632110357284546,478295
98,304538,0.7230173349380493,229325
99,577624,0.9089678525924683,449442
100,180281,0.794794499874115,421145
101,213511,0.7193459272384644,1097298
102,680210,0.8426662683486938,302878
103,593884,0.87809157371521,260172
104,146269,0.7447694540023804,1025991
105,211431,0.8026723861694336,1101298
106,779023,0.6721187829971313,672352
107,678786,0.843117892742157,1083502
108,488652,0.8189701437950134,982481
109,475906,0.8615060448646545,42361
110,589641,0.7195839881896973,114573
111,148572,0.8401163816452026,426504
112,42646,0.7544955015182495,800987
113,476703,0.9004340767860413,1090115
114,781964,0.8026155233383179,974201
115,798169,0.8288100957870483,964054
116,707410,0.7445868849754333,478691
117,603319,0.7421823143959045,783433
118,224927,0.7592980861663818,430985
119,896909,0.6599999666213989,1051095
120,938335,0.7434585094451904,361620
121,851790,0.8244513273239136,992946
122,303436,0.7983502745628357,1043914
123,351437,0.709851086139679,1047917
124,929979,0.8300207853317261,176065
125,947304,0.8107938766479492,785721
126,189735,0.8550884127616882,1035861
127,670853,0.8380194306373596,1024300
128,96950,0.8325445652008057,1030388
129,941529,0.9310205578804016,1040848
130,884462,0.7770057916641235,472024
131,196282,0.9404800534248352,1098354
132,892317,0.8252846002578735,1006199
133,441512,0.7891653776168823,533398
134,755717,0.8009482622146606,334558
135,781062,0.7770588397979736,288139
136,28023,0.8652542233467102,1098646
137,123804,0.8245346546173096,1082502
138,685787,0.7242279648780823,989647
139,183225,0.8065139055252075,682910
140,972172,0.7981153726577759,991854
141,129832,0.7997158169746399,626918
142,605548,0.7959635853767395,852179
143,747979,0.8043583035469055,677460
144,751845,0.8415834307670593,724872
145,41913,0.8665482401847839,191971
146,753473,0.8781337738037109,240504
147,651608,0.8624904751777649,873886
148,20228,0.8618136048316956,902657
149,310388,0.7142956256866455,1008515
150,908598,0.7453416585922241,1093540
151,97201,0.7216475009918213,1057334
152,303290,0.6190800070762634,1002938
153,599365,0.7671403288841248,1055125
154,63014,0.7390494346618652,997860
155,376170,0.8046446442604065,64960
156,876781,0.8164001703262329,1032822
157,370391,0.6943821907043457,995576
158,532962,0.7846888303756714,1083839
159,363415,0.7926414608955383,547018
160,526648,0.6545858383178711,44072
161,27216,0.851624608039856,1079888
162,442585,0.7521142959594727,1069981
163,301900,0.8631254434585571,641284
164,765199,0.7079945206642151,1083952
165,912966,0.8470938205718994,1096268
166,174009,0.7274457812309265,1025801
167,200108,0.8470235466957092,1010607
168,68914,0.7666053771972656,1026098
169,964695,0.8683390021324158,933652
170,391801,0.7872913479804993,192579
171,612418,0.7228500247001648,1100855
172,938698,0.7871093153953552,1063758
173,505267,0.7420290112495422,568709
174,152412,0.8313403725624084,788484
175,362089,0.851142168045044,165007
176,524439,0.7914918065071106,1094241
177,997109,0.8730259537696838,292094
178,475060,0.7884023785591125,841919
179,559628,0.8535358905792236,619087
180,568647,0.8725842237472534,660479
181,858541,0.9049654603004456,1097786
182,381405,0.8194834589958191,1096656
183,207119,0.7941705584526062,208265
184,466126,0.8773453235626221,1089760
185,697217,0.7501306533813477,21793
186,650725,0.8439568877220154,622658
187,241624,0.860547661781311,191632
188,515111,0.8194252252578735,106125
189,838264,0.7897767424583435,827791
190,148821,0.799055278301239,909111
191,466779,0.7699837684631348,1090624
192,889228,0.8332675695419312,392936
193,334841,0.7024993896484375,987644
194,182428,0.7358378171920776,1067276
195,234879,0.7896034717559814,1101341
196,967361,0.7469871044158936,686746
197,214821,0.8711342811584473,1100168
198,259590,0.8171414732933044,140216
199,2749,0.8134698867797852,1098510
200,443985,0.7574569582939148,329515
201,530354,0.8586734533309937,393268
202,5883,0.8411887884140015,1089787
203,420945,0.7447217702865601,1069521
204,222140,0.7486991286277771,1092715
205,544407,0.8072312474250793,607292
206,291967,0.6079711318016052,1051475
207,331970,0.8766117691993713,74328
208,942505,0.7212589383125305,714678
209,31246,0.7202463746070862,1097153
210,878791,0.9176861643791199,604229
211,574546,0.7460171580314636,1097939
212,174441,0.7247442603111267,1045203
213,736457,0.6927550435066223,1094825
214,389258,0.7317887544631958,1094081
215,349718,0.8124411702156067,685177
216,303846,0.7052799463272095,277799
217,99460,0.7816553711891174,1002197
218,722633,0.8069358468055725,1086288
219,863583,0.8691072463989258,1009742
220,37541,0.8870486617088318,955093
221,772158,0.7988841533660889,1085139
222,303417,0.7878116369247437,1010615
223,611463,0.8875117897987366,560357
224,346616,0.7260719537734985,1048185
225,492431,0.8052446842193604,856568
226,699941,0.7289735674858093,573899
227,818119,0.7793674468994141,416846
228,968689,0.8693544268608093,1102206
229,87590,0.7264611124992371,57402
230,50309,0.6476901769638062,1023363
231,543528,0.8631099462509155,747345
232,647134,0.8044963479042053,513779
233,504161,0.8068709969520569,1099656
234,913238,0.8013215065002441,610190
235,193856,0.772928774356842,173001
236,352709,0.823802649974823,1087959
237,582858,0.7699230909347534,1055940
238,542216,0.8888691663742065,20356
239,339846,0.6630977392196655,1037826
240,503683,0.8018267750740051,1096619
241,371466,0.8368427157402039,999552
242,938665,0.8787146806716919,993748
243,630867,0.745573878288269,154372
244,487162,0.8472090363502502,933861
245,250278,0.7119507789611816,635058
246,20759,0.8638795018196106,29169
247,381672,0.8380380868911743,59217
248,775196,0.8150361180305481,1084722
249,298237,0.7909321784973145,1087514
250,667956,0.7801899909973145,962443
251,277988,0.8275786638259888,1095126
252,618163,0.9158509373664856,938359
253,138470,0.7834001779556274,935362
254,903584,0.8325347304344177,823421
255,717560,0.7089816331863403,570979
256,141963,0.8538646101951599,1100070
257,866234,0.9134670495986938,1098236
258,466526,0.6769461631774902,291516
259,646742,0.7743330597877502,220151
260,357866,0.7700614929199219,1090841
261,998401,0.79613196849823,1042507
262,703381,0.793060302734375,1099855
263,224075,0.7373272180557251,351820
264,83111,0.7429159283638,1058140
265,236981,0.8302907943725586,307521
266,279300,0.7981988191604614,989894
267,817195,0.8426559567451477,972699
268,192555,0.7202049493789673,866251
269,623740,0.7970234751701355,594105
270,964539,0.7326400279998779,722413
271,31548,0.8074658513069153,47674
272,269179,0.8329354524612427,1038724
273,185519,0.8674448132514954,331352
274,959189,0.724578320980072,1082281
275,157659,0.8016164898872375,1087076
276,250514,0.7681882381439209,920753
277,124956,0.7627445459365845,1080555
278,125136,0.8664759397506714,108037
279,241432,0.6881973147392273,983451
280,565339,0.865234375,905604
281,223913,0.6772218942642212,455456
282,47659,0.8515996932983398,1001279
283,921247,0.8291134834289551,659182
284,764194,0.6971770524978638,900696
285,869977,0.8352928757667542,767745
286,108068,0.7689363956451416,1026711
287,786547,0.8428139090538025,987183
288,662209,0.7688145637512207,824371
289,842684,0.8164433240890503,992757
290,638974,0.9093374013900757,1101714
291,172427,0.8590724468231201,275528
292,940286,0.8220224380493164,1092972
293,421228,0.6735043525695801,989042
294,852580,0.9020462036132812,1096947
295,20810,0.7732076644897461,991748
296,882144,0.6621814370155334,313438
297,575785,0.849053144454956,1101048
298,280218,0.7933951616287231,1089639
299,426977,0.9172553420066833,1040238
300,688202,0.7383288145065308,623857
301,950126,0.6976672410964966,690956
302,514304,0.8254592418670654,1092952
303,28680,0.8548489809036255,450921
304,880771,0.886962354183197,738162
305,540772,0.8925994634628296,1093637
306,152988,0.7945740818977356,189174
307,74946,0.7733110189437866,1038161
308,252892,0.8104349374771118,259781
309,387391,0.8664960265159607,1093419
310,439834,0.8416215181350708,1066916
311,508806,0.7706179618835449,1090910
312,95847,0.8762470483779907,558548
313,356912,0.7315607666969299,1083783
314,772941,0.7387875318527222,792187
315,163149,0.7646605372428894,992340
316,176087,0.7949772477149963,1097027
317,787846,0.8078569769859314,454258
318,76031,0.8755658864974976,194724
319,864764,0.7905350923538208,627513
320,500374,0.688924252986908,1084383
321,155756,0.7884984612464905,13397
322,372532,0.7024998664855957,863187
323,119408,0.8346130847930908,223165
324,607960,0.7838371992111206,1008968
325,564255,0.8838686943054199,1065227
326,870134,0.8973601460456848,1088209
327,425701,0.6880550384521484,1091665
328,913619,0.7337012887001038,365044
329,146901,0.7620022892951965,1097723
330,4883,0.8757176399230957,180592
331,614765,0.6549245119094849,1089674
332,537492,0.7807451486587524,339501
333,347641,0.9224705100059509,153588
334,667207,0.8121179342269897,323535
335,356230,0.6750982403755188,55223
336,724556,0.7520516514778137,1012328
337,665468,0.7903636693954468,1039495
338,112092,0.8820587396621704,47270
339,42694,0.756659984588623,860655
340,938017,0.8361536860466003,573954
341,119844,0.6766091585159302,230725
342,820541,0.8669785261154175,549235
343,339999,0.8584818243980408,624644
344,217286,0.7424638271331787,1093405
345,357281,0.7741807103157043,829103
346,735905,0.6985434293746948,1093406
347,560433,0.8021315932273865,1098905
348,962362,0.6287668943405151,1054595
349,575141,0.8329824209213257,1018525
350,675386,0.8529609441757202,446834
351,154751,0.8315150737762451,1097885
352,494981,0.8489969372749329,478359
353,657563,0.8761112689971924,1099595
354,57717,0.8935476541519165,1084324
355,880936,0.8845977783203125,921173
356,907380,0.7237434387207031,1102351
357,328701,0.7373454570770264,1054969
358,840155,0.8402766585350037,544260
359,261931,0.800858199596405,8854
360,704549,0.800989031791687,855031
361,46580,0.8232930898666382,482496
362,475044,0.8307695388793945,300933
363,634472,0.856366753578186,1084887
364,504719,0.7802665829658508,1098110
365,288084,0.7835332751274109,430229
366,880978,0.7331366539001465,895263
367,238271,0.8345268964767456,183723
368,815949,0.8495633602142334,786937
369,40644,0.7003622055053711,1099805
370,259305,0.7276302576065063,545359
371,729959,0.7935172319412231,605169
372,336369,0.7057470083236694,436475
373,929829,0.7572063207626343,1099767
374,644078,0.8259426951408386,454872
375,121561,0.8551704287528992,1098804
376,223582,0.8335310816764832,300306
377,868828,0.8244125843048096,270520
378,740263,0.8546175956726074,582641
379,707224,0.8205270767211914,136157
380,385386,0.7327383160591125,988211
381,307683,0.8500593304634094,425072
382,207498,0.9227733612060547,858421
383,509016,0.811913013458252,814987
384,154768,0.8155296444892883,989831
385,742123,0.7076354622840881,1037817
386,857546,0.819090723991394,1001108
387,883483,0.8990762233734131,984930
388,651122,0.653523325920105,435412
389,630746,0.765508770942688,119975
390,253115,0.7885677814483643,816893
391,828581,0.8570517301559448,1086565
392,905160,0.7533164620399475,1000509
393,444768,0.7705816030502319,231292
394,405601,0.84996497631073,917489
395,585746,0.8613396883010864,818798
396,18185,0.8550599217414856,969750
397,703760,0.8663748502731323,1054440
398,747655,0.7780369520187378,407662
399,104405,0.8010246157646179,1095922
400,377311,0.8300992846488953,167620
401,141307,0.7333326935768127,1085780
402,554238,0.8373229503631592,471850
403,523360,0.8737983703613281,496175
404,780731,0.8402873277664185,1101995
405,760260,0.912577748298645,507434
406,553077,0.8985047340393066,885932
407,415106,0.7467918395996094,724680
408,625207,0.8080505132675171,1083285
409,449867,0.909195601940155,565231
410,984658,0.7735224962234497,699837
411,611895,0.7689180374145508,280825
412,233917,0.8281749486923218,738931
413,175277,0.6395931243896484,1032011
414,185720,0.8795725107192993,60339
415,761328,0.8812039494514465,1045494
416,583502,0.8510818481445312,531142
417,988050,0.6786714792251587,1071992
418,115310,0.7557622194290161,1092757
419,230005,0.8751406669616699,648049
420,953128,0.6930673718452454,538570
421,222109,0.8365207314491272,1096533
422,873922,0.8432684540748596,242863
423,138099,0.7996333241462708,1096827
424,898021,0.6686866879463196,193866
425,414698,0.8769441246986389,271038
426,223989,0.8855394124984741,1099746
427,618821,0.8356475830078125,907127
428,541915,0.7148008346557617,511367
429,609450,0.9073566198348999,428113
430,678571,0.7205410003662109,10312
431,393309,0.8510929346084595,388465
432,903045,0.8264875411987305,423878
433,219744,0.7567358016967773,924895
434,847865,0.9125686883926392,1041226
435,811309,0.8290309309959412,1100190
436,934413,0.8399156928062439,14151
437,775019,0.7176044583320618,1082501
438,601327,0.6757876873016357,318073
439,714193,0.8929718136787415,1083865
440,610349,0.8396615386009216,734426
441,319935,0.833547830581665,1012780
442,720664,0.7979823350906372,1100687
443,547496,0.7591018676757812,1022621
444,572125,0.7903430461883545,26079
445,134349,0.8321025371551514,1011044
446,624043,0.7931687235832214,326629
447,351779,0.8596900701522827,832508
448,955189,0.786746084690094,1034172
449,640469,0.7662856578826904,1082341
450,46195,0.7915704250335693,565856
451,736170,0.8235365748405457,625205
452,444580,0.673364520072937,1058822
453,863491,0.8156353235244751,610425
454,813458,0.8072530031204224,1095555
455,157332,0.7596571445465088,1075980
456,814192,0.8886196613311768,554511
457,922019,0.8549153208732605,1089501
458,891110,0.7389929294586182,1092724
459,971582,0.7589584589004517,1059820
460,432890,0.8397048115730286,1080937
461,230608,0.7738960385322571,166403
462,171388,0.871422290802002,807845
463,378742,0.7895320653915405,273014
464,71166,0.9072564840316772,20520
465,301594,0.8116445541381836,1100064
466,573449,0.8480468988418579,842221
467,605993,0.7608982920646667,188134
468,601199,0.8227893114089966,1089688
469,179836,0.7342946529388428,401640
470,276870,0.6712891459465027,1101845
471,468220,0.7815730571746826,51054
472,75646,0.8066699504852295,1096360
473,641392,0.7131142020225525,1093773
474,648972,0.8063609600067139,912879
475,867352,0.8181346654891968,828779
476,975518,0.7636427879333496,405660
477,535481,0.8729475140571594,947974
478,680795,0.7799152135848999,231109
479,678130,0.7713098526000977,1077356
480,738987,0.6831134557723999,1099836
481,516563,0.7523977160453796,937578
482,805068,0.7366792559623718,206117
483,349818,0.7998796701431274,91711
484,459702,0.6518017053604126,1052421
485,970871,0.8796775341033936,522953
486,96201,0.8268481492996216,950355
487,845906,0.9000073075294495,593275
488,887888,0.8677088618278503,504335
489,26082,0.856281042098999,724947
490,14284,0.8174549341201782,57882
491,126498,0.8517981767654419,402427
492,616466,0.6955013275146484,467612
493,251795,0.8135690689086914,1097314
494,117604,0.7808796167373657,1085630
495,581991,0.7833734750747681,527769
496,188021,0.8656517863273621,868410
497,295293,0.8139952421188354,217246
498,46709,0.7739558815956116,433685
499,723946,0.8344842791557312,822649
500,378960,0.6992864608764648,1047642
501,223075,0.8297499418258667,1097040
502,743573,0.8548842072486877,783963
503,469431,0.8252245187759399,920885
504,540332,0.9100502133369446,1060391
505,661477,0.7969852685928345,635125
506,5565,0.8557614088058472,46095
507,487142,0.7151479721069336,984856
508,850919,0.8885207772254944,1091569
509,317102,0.7411330938339233,405238
510,12374,0.8967435956001282,789332
511,983789,0.6824966669082642,1088958
512,745886,0.6834983825683594,1088434
513,42963,0.8245492577552795,1000006
514,73126,0.6846926808357239,722615
515,119982,0.8334097266197205,203039
516,96068,0.7059102058410645,985372
517,232082,0.8968404531478882,656859
518,227810,0.8772172927856445,86264
519,276491,0.8145049214363098,1088254
520,179758,0.660538375377655,1039361
521,297322,0.8862113952636719,1094395
522,128945,0.8437052965164185,332797
523,106196,0.8515405654907227,931905
524,278543,0.807395875453949,1096644
525,764649,0.7351258397102356,460403
526,24004,0.7951838970184326,1024305
527,116048,0.6831129789352417,384406
528,182090,0.8372209072113037,1064852
529,100792,0.7732256650924683,295406
530,139780,0.7851610779762268,1041753
531,724135,0.8537628054618835,497470
532,46864,0.8235126733779907,1020710
533,923314,0.8887932896614075,607338
534,317713,0.8516553640365601,760367
535,160711,0.8521695137023926,1049456
536,85940,0.7455079555511475,614069
537,633169,0.8183095455169678,1082622
538,808971,0.9201374053955078,1098102
539,202306,0.8228879570960999,939744
540,797565,0.8167752623558044,31595
541,983015,0.7857242822647095,987791
542,979819,0.8028730750083923,1059970
543,204254,0.7299696803092957,129491
544,560835,0.6449877619743347,1088758
545,253538,0.812179684638977,129565
546,461235,0.8275062441825867,1047700
547,188589,0.6412123441696167,751778
548,418524,0.7941242456436157,91345
549,105277,0.8414317965507507,1088734
550,817140,0.7545254230499268,820027
551,435280,0.7929993867874146,1070546
552,977950,0.7508814334869385,425505
553,458244,0.826569139957428,577930
554,802045,0.8016259670257568,992950
555,501848,0.8339427709579468,323555
556,789342,0.8377997279167175,584500
557,340822,0.7755043506622314,1087803
558,441909,0.7600414156913757,1052985
559,159301,0.8561908602714539,1033718
560,122000,0.7821500301361084,540456
561,298132,0.7951302528381348,1101434
562,590589,0.7983925342559814,794319
563,316956,0.7814674973487854,957688
564,314696,0.7013697624206543,1088444
565,68927,0.8374934792518616,748321
566,994643,0.6880306601524353,1084602
567,578303,0.6396069526672363,741274
568,410935,0.8466054201126099,1094453
569,692205,0.8112068176269531,983499
570,143786,0.803142249584198,984499
571,451091,0.8116250038146973,1046475
572,328276,0.7988393306732178,1091421
573,970875,0.7295099496841431,998609
574,760949,0.8849695324897766,206819
575,169055,0.7223786115646362,1005888
576,1798,0.8393269777297974,1070867
577,456401,0.8016512989997864,1006987
578,462980,0.7204847931861877,997713
579,371271,0.8731517791748047,184621
580,190419,0.7646533846855164,505541
581,220692,0.702789843082428,510858
582,609385,0.8480798006057739,161117
583,401019,0.8289936780929565,831560
584,54836,0.7077190279960632,94798
585,551372,0.9136286973953247,314907
586,719336,0.8160651922225952,1099433
587,759935,0.91508948802948,146269
588,775637,0.8334351778030396,1024727
589,634649,0.7631543278694153,160339
590,899496,0.8454210162162781,869759
591,847705,0.8072256445884705,15607
592,483424,0.8034802079200745,512278
593,204932,0.8803306818008423,930721
594,122265,0.7753820419311523,25534
595,196078,0.9064671993255615,85053
596,66466,0.7657617926597595,945535
597,721531,0.8961039781570435,18101
598,755682,0.7676636576652527,632055
599,827542,0.8047997951507568,1094145
600,543217,0.8793123960494995,1024893
601,419103,0.8549243211746216,1085348
602,244155,0.8793935775756836,696738
603,709380,0.8846323490142822,1098111
604,164195,0.8107738494873047,191792
605,730029,0.8154231309890747,1093561
606,378789,0.8914107084274292,526671
607,904192,0.8362433314323425,1098860
608,746795,0.7393012046813965,1090513
609,352182,0.8527441024780273,36388
610,609072,0.6673054695129395,1100187
611,372191,0.7968515157699585,448035
612,622183,0.7226808071136475,1094027
613,646517,0.7860698103904724,1047738
614,379105,0.9368746876716614,93308
615,567877,0.789172887802124,1029003
616,783247,0.7918367385864258,1084905
617,738148,0.8237370252609253,1089966
618,936581,0.7172386646270752,1058165
619,326505,0.7678899765014648,1094536
620,164449,0.867327868938446,1011021
621,508981,0.7795460224151611,1099981
622,724589,0.8141944408416748,537526
623,891885,0.7336694002151489,657264
624,540310,0.874138593673706,887395
625,83507,0.8910890817642212,994338
626,828130,0.7902461290359497,476724
627,665302,0.8619754314422607,626701
628,200734,0.7478886246681213,406923
629,665841,0.8049309253692627,406351
630,839116,0.870740532875061,1063709
631,507572,0.7038678526878357,1082893
632,235136,0.7612636089324951,1074499
633,55614,0.8417834043502808,555458
634,477359,0.8445000648498535,390813
635,430191,0.8449130058288574,1004199
636,99588,0.811072051525116,239511
637,44931,0.8333187103271484,1045709
638,335304,0.7323957681655884,1074807
639,911868,0.8431148529052734,1093491
640,158539,0.8192343711853027,132263
641,654348,0.7888164520263672,1092930
642,864834,0.7734056711196899,991241
643,198465,0.7590582966804504,1092162
644,95106,0.8473318815231323,985259
645,516705,0.7948238849639893,1086760
646,551294,0.8474923968315125,1003210
647,272201,0.7327587008476257,1039728
648,549827,0.843548595905304,1045527
649,159144,0.7227884531021118,796383
650,914765,0.7649855017662048,714636
651,3945,0.8204009532928467,1101448
652,610898,0.7560571432113647,585165
653,618414,0.8903551697731018,1100370
654,999293,0.7959760427474976,372792
655,724003,0.8237921595573425,1089750
656,71713,0.8371145725250244,582557
657,463912,0.7085883021354675,934964
658,788133,0.84171462059021,195693
659,200939,0.7896841764450073,617968
660,3339,0.8131818771362305,578362
661,234197,0.93439120054245,814699
662,251168,0.76857590675354,964152
663,356113,0.8634734153747559,1088628
664,978650,0.8209552764892578,1083342
665,335359,0.853208601474762,352236
666,846468,0.8217987418174744,953020
667,469533,0.8202767968177795,1079086
668,687204,0.8224537372589111,174273
669,267122,0.7731952667236328,715508
670,36614,0.8161309361457825,541274
671,641173,0.8218399882316589,748054
672,578501,0.7897390127182007,786857
673,98409,0.8240143656730652,183874
674,169531,0.8119305968284607,409143
675,576108,0.7598893642425537,1037250
676,831646,0.8622936606407166,1088309
677,9678,0.7070333957672119,993606
678,149719,0.7892588973045349,1014131
679,308194,0.7865593433380127,600350
680,482917,0.8146236538887024,1102325
681,595568,0.7355992794036865,794665
682,610103,0.6995240449905396,112035
683,31572,0.8036733269691467,144694
684,286905,0.7948607206344604,1040082
685,349614,0.7683566808700562,1069983
686,686481,0.7712224721908569,132317
687,980636,0.8064216375350952,156215
688,156023,0.8767896890640259,98817
689,657771,0.7970842123031616,329369
690,109258,0.877226710319519,403095
691,424162,0.8204050064086914,1098787
692,580323,0.8732856512069702,630318
693,248041,0.7322602868080139,1059504
694,755570,0.7320737838745117,636434
695,351815,0.8916046023368835,1088715
696,875697,0.6827210783958435,611468
697,817286,0.7828146815299988,1074995
698,683221,0.9234025478363037,428847
699,956451,0.8044521808624268,719749
700,35774,0.7133880257606506,1092484
701,680315,0.7706683874130249,434369
702,291845,0.8692689538002014,171691
703,139718,0.8452757596969604,244808
704,42293,0.823991060256958,1087492
705,651500,0.820053219795227,736713
706,284807,0.6702610850334167,1090063
707,321249,0.7938665747642517,921621
708,515323,0.8571659326553345,437324
709,312287,0.8708521127700806,1096021
710,124346,0.7797102332115173,891498
711,637461,0.7318326830863953,1084326
712,797962,0.7432266473770142,94865
713,150302,0.6929588317871094,524835
714,611289,0.6983880400657654,456551
715,316291,0.8331801891326904,1091659
716,572573,0.8099716901779175,995141
717,773726,0.7719953060150146,1086391
718,74703,0.6985940933227539,736347
719,225644,0.7490121722221375,167994
720,913717,0.8524218201637268,230891
721,587484,0.8413905501365662,1072750
722,696576,0.7927005290985107,1098044
723,574177,0.7709057927131653,127315
724,801159,0.8297046422958374,647872
725,88943,0.8579045534133911,259885
726,959945,0.7491663098335266,930621
727,140701,0.7834781408309937,1092919
728,11994,0.8914575576782227,882002
729,514152,0.8841391801834106,1024669
730,422111,0.8373194932937622,1095787
731,561977,0.6401765942573547,53814
732,814600,0.7256122827529907,992535
733,78277,0.8086320757865906,973731
734,396811,0.876808762550354,417902
735,226903,0.8705258369445801,1051285
736,19746,0.8238323330879211,588888
737,964947,0.8109626770019531,762652
738,290565,0.8312147855758667,709342
739,538821,0.8136655688285828,1017605
740,81413,0.8306904435157776,996119
741,529028,0.8801496028900146,1083690
742,11809,0.8074227571487427,665972
743,286492,0.8507353067398071,922593
744,680267,0.7639737725257874,745402
745,74624,0.7168960571289062,111995
746,839106,0.8865056037902832,713448
747,330011,0.8264635801315308,61623
748,943671,0.8173321485519409,399414
749,558083,0.8179263472557068,357664
750,481597,0.8636983633041382,998675
751,500869,0.8148978352546692,321363
752,674365,0.793480396270752,995598
753,827111,0.8280972838401794,883282
754,820689,0.9180896878242493,125545
755,735842,0.7061043381690979,896383
756,212491,0.8603206872940063,914368
757,220952,0.8521046042442322,478220
758,751529,0.725476086139679,1057168
759,7739,0.6862955093383789,1006852
760,940753,0.7046219706535339,829087
761,6576,0.7551895976066589,786786
762,597671,0.8701826333999634,59426
763,554996,0.7314205169677734,1057996
764,112082,0.8033273816108704,886382
765,280284,0.8354833722114563,1090789
766,318183,0.8547167181968689,986935
767,131745,0.8203116059303284,403793
768,116118,0.8149205446243286,196949
769,857167,0.8203179240226746,1094840
770,151539,0.8455097675323486,438324
771,626246,0.7657245397567749,557492
772,622005,0.7345719933509827,1037188
773,972780,0.7100586891174316,709802
774,748917,0.7320272326469421,1009109
775,347078,0.8450275659561157,1096911
776,961128,0.8093684315681458,1092756
777,781301,0.8481674194335938,630905
778,583476,0.8348112106323242,156723
779,617080,0.7965743541717529,135465
780,79395,0.7939609289169312,1094039
781,350915,0.7979740500450134,363332
782,218280,0.7818281650543213,1005949
783,697946,0.8677418828010559,545450
784,886037,0.7441843748092651,627323
785,154043,0.7962777614593506,463635
786,509604,0.8138090968132019,910818
787,764749,0.8076606392860413,741267
788,386682,0.7409658432006836,422152
789,294816,0.8181796073913574,173391
790,255759,0.8293501138687134,1025270
791,222375,0.6672073602676392,1058952
792,264020,0.8982048630714417,97972
793,48802,0.8658384084701538,885081
794,902222,0.7541738748550415,997044
795,473639,0.6823303699493408,621419
796,414831,0.7880879640579224,580450
797,653349,0.7690701484680176,1087269
798,601139,0.8558347225189209,439731
799,218612,0.8687230348587036,1092557
800,820299,0.7612998485565186,472448
801,803536,0.8144360780715942,800243
802,662741,0.7661518454551697,185009
803,851544,0.72579026222229,1025624
804,215313,0.7481883764266968,1082117
805,417671,0.7481968402862549,278606
