target,meets_target,method,clusters,router,setting_id,top_k,probes,repetitions,measurements,complete_processes,complete,qualified,recall,p50_ms,p95_ms,total_query_ms,process_p50_median_ms,process_p50_min_ms,process_p50_max_ms,logical_index_bytes,lifetime_peak_bytes,mean_documents_scored,mean_nodes,mean_bitplane_words,mean_leaf_words,mean_prefix_levels,mean_prefix_lookups,mean_final_depth,original_setting_id,source_study,source_folder,source_ram_budget_bytes,router_stored_fields_bytes,stored_fields_with_router_bytes,mean_opened_rows,opened_rows_scan_setting_id,exploration,seed,leaf_size,node_budget,prefer_deeper_ties,start_depth,candidate_target,stop_when_exact
0.95,True,branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-binary-4096-seed42,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00473,1,123,1,3000,3,True,True,0.951,0.3451664997555781,0.4044190518470714,1038.3059688538196,0.34552099896245636,0.34289550058019813,0.34699999923759606,25026560,116785152,29700.991,123.0,0.0,523.872,0.0,0.0,0.0,nomic-msmarco-d64-binary-main-s00473,nomic-msmarco-d64-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d64-binary,32000000000,1081344,26107904,29700.991,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00451,0,42,2048,8192,False,,,
0.95,True,prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-binary-4096-seed42,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00516,1,123,1,3000,3,True,True,0.951,0.33089600219682325,0.379542001610389,990.8193021692568,0.33145850102300756,0.3292920009698719,0.33197950142493937,20000000,104480768,29465.789,0.0,0.0,0.0,1.925,246.0,0.075,nomic-msmarco-d64-binary-main-s00516,nomic-msmarco-d64-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d64-binary,32000000000,1081344,21081344,29700.991,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00451,,,,,,1,0,True
0.99,True,scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-binary-4096-seed42,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00452,1,420,1,3000,3,True,True,0.99,0.9982495012081927,1.1334104472553006,2994.4530880202365,0.999937499727821,0.9919165022438392,1.0043335023510735,16000000,107118592,102181.375,0.0,0.0,0.0,0.0,0.0,0.0,nomic-msmarco-d64-binary-main-s00452,nomic-msmarco-d64-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d64-binary,32000000000,1081344,17081344,102181.375,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00452,,,,,,,,
0.99,True,branch,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-binary-1024-seed42,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00364,1,196,1,3000,3,True,True,0.99,1.7641250015003607,2.0229651974659646,5324.486937064648,1.763750000463915,1.7616664990782738,1.7675835006230045,24267776,116244480,191632.02,196.283,7.31,3096.036,0.0,0.0,0.0,nomic-msmarco-d64-binary-main-s00364,nomic-msmarco-d64-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d64-binary,32000000000,270336,24538112,191646.321,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00340,0,42,2048,8192,False,,,
0.99,True,prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-binary-4096-seed42,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00520,1,420,1,3000,3,True,True,0.99,1.0319374996470287,1.1493170019093666,3085.4860979852674,1.0352709996368503,1.0247289992548758,1.0356249986216426,20000000,104316928,101229.337,0.0,0.0,0.0,1.925,840.0,0.075,nomic-msmarco-d64-binary-main-s00520,nomic-msmarco-d64-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d64-binary,32000000000,1081344,21081344,102181.375,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00452,,,,,,1,0,True
0.5,True,scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-binary-4096-seed42,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00455,100,17,1,3000,3,True,True,0.50894,0.09008350025396794,0.1016270489344606,271.29489411163377,0.08983400039141998,0.08981249993667006,0.09054149995790794,16000000,107347968,4114.464,0.0,0.0,0.0,0.0,0.0,0.0,nomic-msmarco-d64-binary-main-s00455,nomic-msmarco-d64-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d64-binary,32000000000,1081344,17081344,4114.464,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00455,,,,,,,,
0.5,True,branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-binary-4096-seed42,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00485,100,17,1,3000,3,True,True,0.50894,0.09570899965183344,0.10791699969558977,287.8361169641721,0.09579200013831723,0.09525000132271089,0.0959999997576233,25026560,116523008,4114.464,17.0,0.0,72.53,0.0,0.0,0.0,nomic-msmarco-d64-binary-main-s00485,nomic-msmarco-d64-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d64-binary,32000000000,1081344,26107904,4114.464,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00455,0,42,2048,8192,False,,,
0.5,True,prefix,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-binary-1024-seed42,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00421,100,8,1,3000,3,True,True,0.50931,0.10962499982269946,0.13354615184653082,332.0932000169705,0.10962499982269946,0.10883399954764172,0.11052050103899091,20000000,103727104,7788.238,0.0,0.0,0.0,4.998,64.0,0.002,nomic-msmarco-d64-binary-main-s00421,nomic-msmarco-d64-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d64-binary,32000000000,270336,20270336,7789.116,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00343,,,,,,4,0,True
0.8,True,scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-binary-4096-seed42,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00456,100,89,1,3000,3,True,True,0.80059,0.2622920001158491,0.30229729873099126,787.8358299021784,0.2638125006342307,0.25981249928008765,0.26412499937578104,16000000,107446272,21470.908,0.0,0.0,0.0,0.0,0.0,0.0,nomic-msmarco-d64-binary-main-s00456,nomic-msmarco-d64-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d64-binary,32000000000,1081344,17081344,21470.908,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00456,,,,,,,,
0.8,True,branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-binary-4096-seed42,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00488,100,89,1,3000,3,True,True,0.80059,0.27916699946217705,0.3214211492377217,838.6189830016519,0.27962499916611705,0.278061999779311,0.28077050228603184,25026560,116801536,21470.908,89.0,0.0,378.729,0.0,0.0,0.0,nomic-msmarco-d64-binary-main-s00488,nomic-msmarco-d64-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d64-binary,32000000000,1081344,26107904,21470.908,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00456,0,42,2048,8192,False,,,
0.8,True,prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-binary-4096-seed42,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00539,100,89,1,3000,3,True,True,0.80059,0.2573750007286435,0.29737499808106804,773.8515079145145,0.2582499982963782,0.25406250097148586,0.2606249981909059,20000000,105070592,21470.908,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d64-binary-main-s00539,nomic-msmarco-d64-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d64-binary,32000000000,1081344,21081344,21470.908,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00456,,,,,,0,0,False
0.9,True,scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-binary-4096-seed42,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00457,100,190,1,3000,3,True,True,0.90103,0.505812498886371,0.5802930982099497,1519.0240399897448,0.5061040010332363,0.5036670008848887,0.5079790007584961,16000000,107282432,45982.86,0.0,0.0,0.0,0.0,0.0,0.0,nomic-msmarco-d64-binary-main-s00457,nomic-msmarco-d64-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d64-binary,32000000000,1081344,17081344,45982.86,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00457,,,,,,,,
0.9,True,branch,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-binary-1024-seed42,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00379,100,78,1,3000,3,True,True,0.90106,0.7407704997604014,0.8854232009980478,2243.036848023621,0.7451670007867506,0.7258540008479031,0.7484380021196557,24267776,116293632,75868.667,78.12,2.482,1226.461,0.0,0.0,0.0,nomic-msmarco-d64-binary-main-s00379,nomic-msmarco-d64-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d64-binary,32000000000,270336,24538112,75868.667,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00345,0,42,2048,8192,False,,,
0.9,True,prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-binary-4096-seed42,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00540,100,190,1,3000,3,True,True,0.90103,0.525313000252936,0.6009201988490531,1576.5173550789768,0.5261250007606577,0.5231249997450504,0.5271669997455319,20000000,104316928,45976.508,0.0,0.0,0.0,1.998,380.0,0.002,nomic-msmarco-d64-binary-main-s00540,nomic-msmarco-d64-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d64-binary,32000000000,1081344,21081344,45982.86,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00457,,,,,,1,0,True
0.95,True,scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-binary-4096-seed42,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00458,100,333,1,3000,3,True,True,0.95013,0.8358749983017333,0.9487909994277288,2507.233650998387,0.8372709980903892,0.8294164999824716,0.842499999635038,16000000,107315200,80876.209,0.0,0.0,0.0,0.0,0.0,0.0,nomic-msmarco-d64-binary-main-s00458,nomic-msmarco-d64-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d64-binary,32000000000,1081344,17081344,80876.209,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00458,,,,,,,,
0.95,True,branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-binary-4096-seed42,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00494,100,333,1,3000,3,True,True,0.95013,0.8983959996839985,1.0188434480369324,2694.6148738788906,0.8969789996626787,0.8950414976425236,0.9032084999489598,25026560,116801536,80876.209,333.0,0.0,1425.568,0.0,0.0,0.0,nomic-msmarco-d64-binary-main-s00494,nomic-msmarco-d64-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d64-binary,32000000000,1081344,26107904,80876.209,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00458,0,42,2048,8192,False,,,
0.95,True,prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-binary-4096-seed42,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00547,100,333,1,3000,3,True,True,0.95013,0.8226669997384306,0.9380586479892371,2469.203261051007,0.824271000965382,0.8174585000233492,0.8266874974651728,20000000,104431616,80876.209,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d64-binary-main-s00547,nomic-msmarco-d64-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d64-binary,32000000000,1081344,21081344,80876.209,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00458,,,,,,0,0,False
0.99,True,scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-binary-4096-seed42,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00459,100,812,1,3000,3,True,True,0.99001,1.9148745013808366,2.1077121982671088,5759.183987014694,1.9159375005983748,1.903479498650995,1.9262085006630514,16000000,107315200,198350.723,0.0,0.0,0.0,0.0,0.0,0.0,nomic-msmarco-d64-binary-main-s00459,nomic-msmarco-d64-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d64-binary,32000000000,1081344,17081344,198350.723,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00459,,,,,,,,
0.99,True,branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-binary-4096-seed42,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00497,100,812,1,3000,3,True,True,0.99001,2.071291501124506,2.2739190515494556,6206.584398954874,2.073062500130618,2.0618540002033114,2.0781459988938877,25026560,116817920,198350.723,812.0,0.0,3494.7,0.0,0.0,0.0,nomic-msmarco-d64-binary-main-s00497,nomic-msmarco-d64-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d64-binary,32000000000,1081344,26107904,198350.723,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00459,0,42,2048,8192,False,,,
0.99,True,prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64/routers/ivf-binary-4096-seed42,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00551,100,812,1,3000,3,True,True,0.99001,1.8746249988907948,2.072052399853419,5628.97980292837,1.8721249998634448,1.8683334983506938,1.8824994986061938,20000000,104235008,198350.723,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d64-binary-main-s00551,nomic-msmarco-d64-binary,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d64-binary,32000000000,1081344,21081344,198350.723,nomic-msmarco-d64-binary::nomic-msmarco-d64-binary-main-s00459,,,,,,0,0,False
