method,clusters,router,top_k,probes,repetitions,reasons,source_setting_ids,setting_id,measurements,complete_processes,complete,qualified,recall,p50_ms,p95_ms,total_query_ms,process_p50_median_ms,process_p50_min_ms,process_p50_max_ms,logical_index_bytes,lifetime_peak_bytes,mean_documents_scored,mean_nodes,mean_bitplane_words,mean_leaf_words,mean_prefix_levels,mean_prefix_lookups,mean_final_depth,start_depth,candidate_target
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,100,512,1,"[{'kind': 'zero_split_budget_512', 'source_setting_id': 'main-s00474'}, {'kind': 'zero_split_budget_512', 'source_setting_id': 'main-s00478'}]","['main-s00474', 'main-s00478']",qwen-quora-d256-followup-s00033,1000,1,True,True,0.98529,2.7811250001832377,3.0296708006062545,2787.8941079798096,2.7811250001832377,2.7811250001832377,2.7811250001832377,20917240,122093568,66498.407,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,10,1266,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00274', 'target': 0.9993}]",['main-s00274'],qwen-quora-d256-followup-s00011,1000,1,True,True,0.9993,6.563854498381261,6.8892955479896045,6554.881630032469,6.563854498381261,6.563854498381261,6.563854498381261,20917240,122093568,162927.391,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,1,82,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00003', 'target': 1.0}]",['main-s00003'],qwen-quora-d256-followup-s00001,1000,1,True,True,1.0,1.7122499994002283,1.8693832989811199,1711.2318380604847,1.7122499994002283,1.7122499994002283,1.7122499994002283,20917240,118620160,42665.832,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,10,494,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00274', 'target': 0.9993}]",['main-s00274'],qwen-quora-d256-followup-s00010,1000,1,True,True,0.9993,9.994687001380953,10.597143750237592,10032.262490014546,9.994687001380953,9.994687001380953,9.994687001380953,20917240,118620160,253208.335,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,100,204,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00474', 'target': 0.98529}]",['main-s00474'],qwen-quora-d256-followup-s00025,1000,1,True,True,0.98541,4.3075835001218366,4.666612151231675,4310.937691025174,4.3075835001218366,4.3075835001218366,4.3075835001218366,20917240,118620160,105155.073,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-64-seed42,100,46,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00298', 'target': 0.9979}]",['main-s00298'],qwen-quora-d256-followup-s00021,1000,1,True,True,0.99807,14.878354500979185,15.813058353160159,14839.461039078742,14.878354500979185,14.878354500979185,14.878354500979185,20917240,103940096,376764.705,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-64-seed42,10,30,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00454', 'target': 0.9946}]",['main-s00454'],qwen-quora-d256-followup-s00015,1000,1,True,True,0.995,9.635708502173657,10.716675000730902,9650.769074967684,9.635708502173657,9.635708502173657,9.635708502173657,20917240,103940096,246953.819,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-64-seed42,10,2,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00335', 'target': 0.6892}]",['main-s00335'],qwen-quora-d256-followup-s00018,1000,1,True,True,0.7913,0.6866455005365424,1.064970552579325,706.1907809620607,0.6866455005365424,0.6866455005365424,0.6866455005365424,20917240,103940096,17936.524,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,10,1718,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00093', 'target': 0.9998}]",['main-s00093'],qwen-quora-d256-followup-s00008,1000,1,True,True,0.9998,8.953729000495514,9.304145846726897,8945.30508304888,8.953729000495514,8.953729000495514,8.953729000495514,20917240,122339328,220474.031,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,100,513,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00474', 'target': 0.98529}]",['main-s00474'],qwen-quora-d256-followup-s00026,1000,1,True,True,0.98533,2.8637710001930827,3.165847899254004,2874.090111999976,2.8637710001930827,2.8637710001930827,2.8637710001930827,20917240,122339328,66626.92,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,10,630,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00094', 'target': 0.9961}]",['main-s00094'],qwen-quora-d256-followup-s00014,1000,1,True,True,0.9961,3.404770999622997,3.671570551887271,3411.7466350726318,3.404770999622997,3.404770999622997,3.404770999622997,20917240,122339328,81636.798,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,10,252,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00094', 'target': 0.9961}]",['main-s00094'],qwen-quora-d256-followup-s00013,1000,1,True,True,0.9961,5.029833502703696,5.442433348071063,5045.328245963901,5.029833502703696,5.029833502703696,5.029833502703696,20917240,118571008,129636.655,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,1,68,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00430', 'target': 0.998}]",['main-s00430'],qwen-quora-d256-followup-s00004,1000,1,True,True,0.998,1.390770999933011,1.5448975978870294,1390.1942140400934,1.390770999933011,1.390770999933011,1.390770999933011,20917240,118571008,35443.438,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,1,512,1,"[{'kind': 'zero_split_budget_512', 'source_setting_id': 'main-s00250'}]",['main-s00250'],qwen-quora-d256-followup-s00030,1000,1,True,True,1.0,9.925187499902677,10.3968857529253,9954.42726305555,9.925187499902677,9.925187499902677,9.925187499902677,20917240,118571008,262387.176,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-64-seed42,1,19,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00430', 'target': 0.998}]",['main-s00430'],qwen-quora-d256-followup-s00003,1000,1,True,True,0.998,5.876625000382774,6.885602397596812,5948.490815033438,5.876625000382774,5.876625000382774,5.876625000382774,20917240,103776256,157836.93,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-64-seed42,100,27,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00474', 'target': 0.98529}]",['main-s00474'],qwen-quora-d256-followup-s00024,1000,1,True,True,0.98652,8.726561998628313,9.759513149583654,8748.278292991017,8.726561998628313,8.726561998628313,8.726561998628313,20917240,103776256,222581.315,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-64-seed42,1,34,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00003', 'target': 1.0}]",['main-s00003'],qwen-quora-d256-followup-s00000,1000,1,True,True,1.0,10.534791501413565,11.639998252758232,10563.33106704551,10.534791501413565,10.534791501413565,10.534791501413565,20917240,103776256,279452.419,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,1,96,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00430', 'target': 0.998}]",['main-s00430'],qwen-quora-d256-followup-s00005,1000,1,True,True,0.998,0.5949165006313706,0.6773211487598019,596.725512008561,0.5949165006313706,0.5949165006313706,0.5949165006313706,20917240,122011648,12753.301,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,100,4,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00545', 'target': 0.58586}]",['main-s00545'],qwen-quora-d256-followup-s00029,1000,1,True,True,0.60021,0.1188750011351658,0.13204405149735976,119.38991599890869,0.1188750011351658,0.1188750011351658,0.1188750011351658,20917240,122011648,582.953,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,1,512,1,"[{'kind': 'zero_split_budget_512', 'source_setting_id': 'main-s00430'}]",['main-s00430'],qwen-quora-d256-followup-s00032,1000,1,True,True,0.998,2.7733955012081424,3.0141559487674385,2776.0570840982837,2.7733955012081424,2.7733955012081424,2.7733955012081424,20917240,122011648,66498.407,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,100,3,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00545', 'target': 0.58586}]",['main-s00545'],qwen-quora-d256-followup-s00028,1000,1,True,True,0.63488,0.1174789995275205,0.15045799973449903,119.37685299199075,0.1174789995275205,0.1174789995275205,0.1174789995275205,20917240,118833152,1679.939,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,10,634,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00093', 'target': 0.9998}]",['main-s00093'],qwen-quora-d256-followup-s00007,1000,1,True,True,0.9998,12.76429150129843,13.569936850763042,12847.324625989131,12.76429150129843,12.76429150129843,12.76429150129843,20917240,118833152,324522.194,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,100,512,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00298', 'target': 0.9979}, {'kind': 'zero_split_budget_512', 'source_setting_id': 'main-s00298'}]",['main-s00298'],qwen-quora-d256-followup-s00022,1000,1,True,True,0.9979,10.943583502012189,11.446156247802719,10882.703024948569,10.943583502012189,10.943583502012189,10.943583502012189,20917240,118833152,262387.176,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,64,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-64-seed42,10,51,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00093', 'target': 0.9998}]",['main-s00093'],qwen-quora-d256-followup-s00006,1000,1,True,True,0.9998,15.636937499948544,16.43522679914895,15642.92728599321,15.636937499948544,15.636937499948544,15.636937499948544,20917240,103645184,417509.999,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,10,3,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00335', 'target': 0.6892}]",['main-s00335'],qwen-quora-d256-followup-s00020,1000,1,True,True,0.7419,0.09883300117508043,0.10908510084846057,99.85420211523888,0.09883300117508043,0.09883300117508043,0.09883300117508043,20917240,122142720,442.421,0.0,0.0,0.0,0.0,0.0,0.0,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,10,54,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00399', 'target': 0.95}]",['main-s00399'],qwen-quora-d256-followup-s00043,1000,1,True,True,0.9506,0.4068334983458044,0.46511519831256004,407.16083699589944,0.4068334983458044,0.4068334983458044,0.4068334983458044,23008964,111689728,7249.372,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,1,5,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00393', 'target': 0.95}]",['main-s00393'],qwen-quora-d256-followup-s00038,1000,1,True,True,0.95,0.10997949902957771,0.12308299847063608,110.62465991926729,0.10997949902957771,0.10997949902957771,0.10997949902957771,23008964,111689728,723.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,10,17,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00398', 'target': 0.9}]",['main-s00398'],qwen-quora-d256-followup-s00042,1000,1,True,True,0.9004,0.1849999989644857,0.2152520983145223,186.65150706874556,0.1849999989644857,0.1849999989644857,0.1849999989644857,23008964,111689728,2354.693,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,100,2,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00222', 'target': 0.5}]",['main-s00222'],qwen-quora-d256-followup-s00045,1000,1,True,True,0.56452,0.09445899922866374,0.12362499910523184,96.03038496061345,0.09445899922866374,0.09445899922866374,0.09445899922866374,23008964,105381888,1132.15,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,1,1,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00210', 'target': 0.5}]",['main-s00210'],qwen-quora-d256-followup-s00035,1000,1,True,True,0.729,0.04791699939232785,0.06475415193563094,49.04443007035297,0.04791699939232785,0.04791699939232785,0.04791699939232785,23008964,105381888,575.399,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,10,1,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00216', 'target': 0.5}]",['main-s00216'],qwen-quora-d256-followup-s00040,1000,1,True,True,0.5705,0.05162499837751966,0.0688380969222635,52.74182997527532,0.05162499837751966,0.05162499837751966,0.05162499837751966,23008964,105381888,575.399,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,100,19,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00403', 'target': 0.8}]",['main-s00403'],qwen-quora-d256-followup-s00046,1000,1,True,True,0.8025,0.21870800264878199,0.2514643008908024,219.1345480059681,0.21870800264878199,0.21870800264878199,0.21870800264878199,23008964,111476736,2624.06,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,10,303,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00400', 'target': 0.99}]",['main-s00400'],qwen-quora-d256-followup-s00044,1000,1,True,True,0.99,1.8777920013235416,2.0963954988474143,1882.1041810224415,1.8777920013235416,1.8777920013235416,1.8777920013235416,23008964,111476736,39600.397,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,1,43,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00394', 'target': 0.99}]",['main-s00394'],qwen-quora-d256-followup-s00039,1000,1,True,True,0.99,0.34004199915216304,0.391345500247553,340.8799559692852,0.34004199915216304,0.34004199915216304,0.34004199915216304,23008964,111476736,5802.553,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,1,3,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00212', 'target': 0.9}]",['main-s00212'],qwen-quora-d256-followup-s00037,1000,1,True,True,0.906,0.09389599836140405,0.12299999816605123,95.36846496121143,0.09389599836140405,0.09389599836140405,0.09389599836140405,23008964,105578496,1679.939,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,10,4,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00217', 'target': 0.8}]",['main-s00217'],qwen-quora-d256-followup-s00041,1000,1,True,True,0.8045,0.11997950059594586,0.153687852252915,122.11871004546992,0.11997950059594586,0.11997950059594586,0.11997950059594586,23008964,105578496,2220.636,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,1,2,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00211', 'target': 0.8}]",['main-s00211'],qwen-quora-d256-followup-s00036,1000,1,True,True,0.855,0.0716875001671724,0.0955125029577175,72.95848399735405,0.0716875001671724,0.0716875001671724,0.0716875001671724,23008964,105578496,1132.15,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,100,65,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00404', 'target': 0.9}]",['main-s00404'],qwen-quora-d256-followup-s00047,1000,1,True,True,0.90083,0.5158959993423196,0.5926847978116712,518.2365819637198,0.5158959993423196,0.5158959993423196,0.5158959993423196,23008964,111460352,8688.526,0.0,0.0,0.0,1.0,0.0,0.0,0,0
