method,clusters,router,top_k,probes,repetitions,reasons,source_setting_ids,setting_id,measurements,complete_processes,complete,qualified,recall,p50_ms,p95_ms,total_query_ms,process_p50_median_ms,process_p50_min_ms,process_p50_max_ms,logical_index_bytes,lifetime_peak_bytes,mean_documents_scored,mean_nodes,mean_bitplane_words,mean_leaf_words,mean_prefix_levels,mean_prefix_lookups,mean_final_depth,start_depth,candidate_target
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-1024-seed42,100,1,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00180', 'target': 0.11339}, {'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00025', 'target': 0.04154}]","['main-s00180', 'main-s00025']",nomic-msmarco-d256-followup-s00022,1000,1,True,True,0.27572,0.0881455016497057,0.11753124981623839,90.13605599102448,0.0881455016497057,0.0881455016497057,0.0881455016497057,40000000,180994048,1035.91,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-1024-seed42,10,173,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00450', 'target': 0.9721}]",['main-s00450'],nomic-msmarco-d256-followup-s00006,1000,1,True,True,0.9722,6.552854500114336,7.152430947098765,6584.3952920076845,6.552854500114336,6.552854500114336,6.552854500114336,40000000,180994048,168559.546,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,10,1,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00150', 'target': 0.185}, {'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00155', 'target': 0.1405}, {'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00020', 'target': 0.0718}]","['main-s00150', 'main-s00155', 'main-s00020']",nomic-msmarco-d256-followup-s00011,1000,1,True,True,0.3412,0.09012500231619924,0.09954825127351796,90.7499620152521,0.09012500231619924,0.09012500231619924,0.09012500231619924,40000000,184205312,267.562,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,100,1,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00180', 'target': 0.11339}, {'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00025', 'target': 0.04154}]","['main-s00180', 'main-s00025']",nomic-msmarco-d256-followup-s00023,1000,1,True,True,0.21798,0.1011454987747129,0.11317115313431714,101.47012006564182,0.1011454987747129,0.1011454987747129,0.1011454987747129,40000000,184205312,267.562,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,1,1,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00120', 'target': 0.234}, {'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00125', 'target': 0.217}, {'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00015', 'target': 0.101}]","['main-s00120', 'main-s00125', 'main-s00015']",nomic-msmarco-d256-followup-s00004,1000,1,True,True,0.423,0.08695900032762438,0.0949160485106404,87.46210601384519,0.08695900032762438,0.08695900032762438,0.08695900032762438,40000000,184205312,267.562,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-1024-seed42,10,2,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00330', 'target': 0.4213}]",['main-s00330'],nomic-msmarco-d256-followup-s00008,1000,1,True,True,0.494,0.10541700248722918,0.1389336493957671,106.5990959359624,0.10541700248722918,0.10541700248722918,0.10541700248722918,40000000,180682752,2073.908,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,10,512,1,"[{'kind': 'zero_split_budget_512', 'source_setting_id': 'main-s00454'}, {'kind': 'zero_split_budget_512', 'source_setting_id': 'main-s00450'}]","['main-s00454', 'main-s00450']",nomic-msmarco-d256-followup-s00026,1000,1,True,True,0.9721,4.9760205001803115,5.291946447141527,4971.585651903297,4.9760205001803115,4.9760205001803115,4.9760205001803115,40000000,184107008,125054.981,0.0,0.0,0.0,0.0,0.0,0.0,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,100,87,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00403', 'target': 0.8}]",['main-s00403'],nomic-msmarco-d256-followup-s00038,1000,1,True,True,0.80098,1.027062500725151,1.1404291495637153,1031.679858922871,1.027062500725151,1.027062500725151,1.027062500725151,44000000,157204480,21658.065,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,100,1414,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00406', 'target': 0.99}]",['main-s00406'],nomic-msmarco-d256-followup-s00041,1000,1,True,True,0.99002,14.60362550096761,15.244654152593283,14570.053240066045,14.60362550096761,14.60362550096761,14.60362550096761,44000000,157204480,345279.339,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,1,125,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00393', 'target': 0.95}]",['main-s00393'],nomic-msmarco-d256-followup-s00030,1000,1,True,True,0.95,1.3953335001133382,1.54760145014734,1406.9367150223115,1.3953335001133382,1.3953335001133382,1.3953335001133382,44000000,157204480,30948.356,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,10,994,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00400', 'target': 0.99}]",['main-s00400'],nomic-msmarco-d256-followup-s00036,1000,1,True,True,0.99,10.655145499185892,11.253921153002011,10662.986465042195,10.655145499185892,10.655145499185892,10.655145499185892,44000000,156991488,242528.686,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,1,15,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00391', 'target': 0.8}]",['main-s00391'],nomic-msmarco-d256-followup-s00028,1000,1,True,True,0.804,0.2506044984329492,0.28815835012210295,251.6068310069386,0.2506044984329492,0.2506044984329492,0.2506044984329492,44000000,156991488,3886.685,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,1,2,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00390', 'target': 0.5}]",['main-s00390'],nomic-msmarco-d256-followup-s00027,1000,1,True,True,0.552,0.10062499859486707,0.11234345020056934,101.38181298680138,0.10062499859486707,0.10062499859486707,0.10062499859486707,44000000,156991488,535.118,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,10,289,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00399', 'target': 0.95}]",['main-s00399'],nomic-msmarco-d256-followup-s00035,1000,1,True,True,0.9501,3.1105004982237006,3.3642475980741438,3107.576631955453,3.1105004982237006,3.1105004982237006,3.1105004982237006,44000000,156975104,70870.196,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,10,35,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00397', 'target': 0.8}]",['main-s00397'],nomic-msmarco-d256-followup-s00033,1000,1,True,True,0.8008,0.4600629999913508,0.5213381507928716,461.71951291762525,0.4600629999913508,0.4600629999913508,0.4600629999913508,44000000,156975104,8847.072,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,1,53,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00392', 'target': 0.9}]",['main-s00392'],nomic-msmarco-d256-followup-s00029,1000,1,True,True,0.901,0.6411875001504086,0.7213517990749096,641.5862161084078,0.6411875001504086,0.6411875001504086,0.6411875001504086,44000000,156975104,13302.015,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,10,118,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00398', 'target': 0.9}]",['main-s00398'],nomic-msmarco-d256-followup-s00034,1000,1,True,True,0.9002,1.3301875005709007,1.4702464975925977,1337.3013469863508,1.3301875005709007,1.3301875005709007,1.3301875005709007,44000000,157204480,29231.202,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,10,3,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00396', 'target': 0.5}]",['main-s00396'],nomic-msmarco-d256-followup-s00032,1000,1,True,True,0.5101,0.1141875000030268,0.13096104721626034,115.13532999015297,0.1141875000030268,0.1141875000030268,0.1141875000030268,44000000,157204480,801.38,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,100,246,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00404', 'target': 0.9}]",['main-s00404'],nomic-msmarco-d256-followup-s00039,1000,1,True,True,0.90028,2.7035419989260845,2.961397951185063,2710.0697299465537,2.7035419989260845,2.7035419989260845,2.7035419989260845,44000000,157204480,60451.827,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,1,527,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00394', 'target': 0.99}]",['main-s00394'],nomic-msmarco-d256-followup-s00031,1000,1,True,True,0.99,5.741021001085755,6.106939249548304,5734.877538088767,5.741021001085755,5.741021001085755,5.741021001085755,44000000,157122560,128686.342,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,100,513,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00405', 'target': 0.95}]",['main-s00405'],nomic-msmarco-d256-followup-s00040,1000,1,True,True,0.95003,5.65293749968987,6.0585732531762915,5654.943585006549,5.65293749968987,5.65293749968987,5.65293749968987,44000000,157122560,125302.799,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,100,9,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00402', 'target': 0.5}]",['main-s00402'],nomic-msmarco-d256-followup-s00037,1000,1,True,True,0.51447,0.20720850079669617,0.23804615084372927,208.62219101400115,0.20720850079669617,0.20720850079669617,0.20720850079669617,44000000,157122560,2366.209,0.0,0.0,0.0,1.0,0.0,0.0,0,0
