query,full_float_best_row,full_float_best_score,query_id
72,86357,0.8538079857826233,89101
73,24163,0.8197797536849976,453047
74,371713,0.7763481736183167,103433
75,226096,0.800633430480957,233077
76,244824,0.8770493268966675,252360
77,51433,0.8792773485183716,53060
78,277446,0.7274932861328125,421578
79,425607,0.8526588678359985,438108
80,4687,0.7576082348823547,4837
81,379943,0.7147171497344971,215465
82,133605,0.9304118156433105,137817
83,467054,0.8314255475997925,480710
84,304356,0.8362317085266113,151889
85,469078,0.8383406400680542,266277
86,499600,0.822131335735321,219277
87,401824,0.7914187908172607,28669
88,314593,0.8684098720550537,196749
89,474211,0.6768249273300171,269849
90,334112,0.8005856871604919,472633
91,252224,0.8019371032714844,259964
92,4770,0.8407044410705566,4925
93,89816,0.8189982175827026,92663
94,157847,0.9318537712097168,162803
95,239188,0.8675690293312073,246559
96,266558,0.8330205678939819,274708
97,442997,0.8493117094039917,455994
98,412483,0.8056590557098389,424645
99,213381,0.910269021987915,220038
100,424772,0.9386631846427917,437247
101,253890,0.7169350385665894,261687
102,284969,0.847088634967804,293656
103,471361,0.8290273547172546,485111
104,377738,0.8724761009216309,389027
105,435436,0.7566341161727905,448224
106,79399,0.8585654497146606,81904
107,98157,0.882984459400177,101274
108,481561,0.7348930835723877,495583
109,412728,0.7912591099739075,424895
110,106864,0.8971018195152283,110248
111,422544,0.798224687576294,434961
112,440584,0.8226656317710876,453524
113,169306,0.8306980133056641,174586
114,109737,0.7766730785369873,113221
115,142409,0.7791829705238342,146907
116,471958,0.8251234889030457,385525
117,195081,0.863495409488678,201139
118,25555,0.8156676888465881,26344
119,116583,0.7913544178009033,452451
120,353395,0.887641429901123,299744
121,124736,0.9046236872673035,128683
122,139044,0.8191361427307129,143425
123,226287,0.8533391952514648,233273
124,175556,0.828739583492279,181028
125,35427,0.7999235391616821,40537
126,398345,0.87708979845047,410143
127,156028,0.8913451433181763,170212
128,120147,0.9307124614715576,123940
129,174525,0.7809866666793823,179971
130,79144,0.7834357619285583,175480
131,152265,0.783582866191864,157064
132,381916,0.8151435852050781,393309
133,310929,0.8375706076622009,241377
134,19735,0.8353846073150635,201913
135,46923,0.8721864223480225,48395
136,432592,0.8856348991394043,445303
137,28833,0.8387719392776489,29736
138,112199,0.7595461010932922,32100
139,438036,0.8219267129898071,452913
140,521423,0.7808902859687805,536396
141,80662,0.8290696144104004,354568
142,306824,0.9018900394439697,316168
143,419032,0.7686361074447632,431346
144,206254,0.764495849609375,212687
145,241955,0.8609352707862854,200195
146,214284,0.8247824907302856,354289
147,336963,0.7704806923866272,347146
148,53113,0.8487966060638428,54791
149,98074,0.8025255799293518,296156
150,506085,0.821031928062439,520705
151,158121,0.8562921285629272,163085
152,352190,0.9330179691314697,362775
153,142240,0.9646968245506287,146726
154,10886,0.8716704845428467,11236
155,125046,0.8367262482643127,162827
156,214878,0.7433304786682129,221559
157,353549,0.8132772445678711,364169
158,325518,0.7558793425559998,456611
159,514950,0.8493943810462952,529759
160,182066,0.7276180386543274,81024
161,197224,0.8168524503707886,203352
162,460450,0.9173400402069092,537730
163,82211,0.8027896881103516,319370
164,153961,0.8011723756790161,158805
165,482766,0.8789986371994019,459738
166,12615,0.8577775955200195,68579
167,74862,0.7625834345817566,136506
168,208001,0.880691409111023,214499
169,205688,0.8772478103637695,212103
170,499462,0.7971643805503845,513927
171,280720,0.7492614984512329,495991
172,493721,0.8473262786865234,508051
173,94705,0.6950225830078125,97719
174,74587,0.8600577116012573,76941
175,323670,0.7073739171028137,149950
176,158922,0.8312382698059082,260766
177,400575,0.6561630368232727,431643
178,518293,0.8762891888618469,533191
179,23632,0.7821165323257446,473655
180,412702,0.8891168832778931,380432
181,393974,0.8614307641983032,14821
182,435741,0.924839437007904,448536
183,47563,0.8968666791915894,49051
184,176421,0.9482617378234863,181936
185,453604,0.8635876774787903,460959
186,282350,0.9526435136795044,290963
187,441220,0.770262598991394,454175
188,269474,0.6958276629447937,277724
189,277642,0.8600597977638245,16455
190,234561,0.9179553985595703,241775
191,508884,0.8095796704292297,239341
192,511129,0.73990797996521,440641
193,32267,0.8030797243118286,76910
194,386275,0.8796266317367554,397772
195,260066,0.7464972138404846,355725
196,42693,0.7696629762649536,172804
197,226759,0.7238993048667908,233752
198,384828,0.9166098237037659,396287
199,182336,0.8694262504577637,324762
200,223814,0.7521101236343384,230739
201,426117,0.8526126146316528,438633
202,94116,0.7831449508666992,97112
203,37120,0.9354821443557739,453800
204,205941,0.8030240535736084,78302
205,328929,0.8597761392593384,259149
206,155378,0.7367503643035889,160265
207,293159,0.7100847363471985,72648
208,57760,0.7792389988899231,142891
209,164035,0.8373285531997681,169162
210,102067,0.802483320236206,105299
211,452897,0.8762929439544678,466163
212,446199,0.9172362089157104,459281
213,277084,0.8745810985565186,285530
214,494737,0.8259198665618896,509088
215,358077,0.7895621657371521,368817
216,71206,0.6816789507865906,73441
217,367467,0.7805812358856201,378485
218,197277,0.849585771560669,203409
219,188155,0.6721104383468628,161671
220,473689,0.8456087708473206,370656
221,44485,0.8564034104347229,318425
222,465255,0.8305397033691406,478854
223,253693,0.8228954076766968,325537
224,305235,0.9255338907241821,314539
225,273283,0.8866593837738037,281630
226,270122,0.8068665862083435,278395
227,499926,0.901397705078125,514402
228,117386,0.7554780840873718,121102
229,107313,0.796164870262146,346126
230,108866,0.8508865833282471,112323
231,87699,0.7886059284210205,90478
232,39401,0.8194096088409424,40649
233,413786,0.732463002204895,436486
234,435787,0.9205131530761719,448584
235,13916,0.8378984928131104,14360
236,246654,0.8322013020515442,254241
237,477164,0.8961082100868225,491064
238,144430,0.8182839751243591,148989
239,402054,0.876873791217804,413955
240,28324,0.8735570311546326,29211
241,162831,0.8137950897216797,167918
242,425494,0.9328470230102539,162124
243,221426,0.8891009092330933,72499
244,499397,0.8883412480354309,513860
245,218300,0.9097731113433838,225063
246,50484,0.8956512212753296,52071
247,210575,0.9399681091308594,446491
248,264101,0.8573794364929199,218271
249,371594,0.8986181020736694,382713
250,71905,0.8378777503967285,74164
251,446801,0.7694532871246338,365389
252,83105,0.881392776966095,80035
253,241015,0.8340197801589966,248437
254,101050,0.8125556111335754,108602
255,366158,0.8057191371917725,368347
256,474897,0.8553670048713684,488730
257,5081,0.8502427339553833,485514
258,401831,0.8220015168190002,413729
259,72430,0.9021720290184021,74707
260,183240,0.8860666155815125,188945
261,405044,0.8676462173461914,281442
262,293424,0.8526113629341125,302365
263,432774,0.8692116737365723,445489
264,285126,0.8043298721313477,276861
265,14109,0.7970914840698242,14564
266,6036,0.93253493309021,164229
267,402752,0.8821432590484619,414669
268,434278,0.8936092853546143,447034
269,430877,0.8886715769767761,147886
270,327599,0.8513684868812561,337525
271,8480,0.8277857303619385,8748
272,242914,0.8908143639564514,250395
273,328018,0.8977066278457642,337958
274,308449,0.6968238353729248,533333
275,428216,0.7715216875076294,427777
276,124330,0.8153055906295776,245417
277,61355,0.8696714043617249,63286
278,415321,0.8371263742446899,272621
279,205886,0.8396404981613159,212306
280,421484,0.8337478041648865,433865
281,131304,0.854060173034668,135438
282,383757,0.8517423868179321,395188
283,501429,0.7756669521331787,193417
284,517927,0.8342365026473999,532816
285,184387,0.8620335459709167,190131
286,241202,0.892742395401001,37504
287,288516,0.8492225408554077,287905
288,20135,0.870363712310791,20762
289,452483,0.8014165163040161,465739
290,275177,0.8611741065979004,283576
291,163392,0.8659566044807434,168493
292,427584,0.901626706123352,74507
293,501418,0.7665542960166931,515926
294,516509,0.8582218885421753,326728
295,99022,0.8279845714569092,437973
296,44273,0.829574704170227,137807
297,131272,0.884833812713623,183920
298,385009,0.7584003210067749,485898
299,301594,0.8368977904319763,51512
300,442931,0.8694148063659668,263086
301,102805,0.8136284947395325,73646
302,504316,0.840172529220581,518898
303,256409,0.8469057679176331,1106
304,174553,0.8524898290634155,181249
305,148886,0.7973694801330566,153586
306,74418,0.795255184173584,239626
307,416747,0.7896298170089722,11907
308,59646,0.8619933128356934,61512
309,306270,0.8767939209938049,207678
310,105857,0.7795635461807251,109197
311,10309,0.8725091218948364,210089
312,281007,0.8329116702079773,354658
313,37995,0.7822057008743286,39194
314,406974,0.8125118017196655,300751
315,256486,0.666216254234314,264352
316,196373,0.8361179828643799,202474
317,426868,0.8912766575813293,142404
318,114198,0.7624592781066895,117827
319,236875,0.8255278468132019,244159
320,425217,0.8244584798812866,437708
321,424108,0.7349328994750977,436565
322,2479,0.9078546762466431,4415
323,387741,0.859504222869873,250080
324,25374,0.8303794264793396,26158
325,69539,0.8597584366798401,71724
326,267273,0.8482999801635742,345854
327,100690,0.9060474634170532,103874
328,64370,0.8441534638404846,532097
329,252320,0.8555264472961426,459322
330,346806,0.7837541103363037,357236
331,135598,0.6805355548858643,328548
332,402700,0.8129264116287231,361234
333,49346,0.885902464389801,50882
334,371777,0.8180508613586426,382902
335,220989,0.8511699438095093,244541
336,440556,0.8383599519729614,453493
337,492542,0.8590404987335205,506840
338,131312,0.8476070761680603,135446
339,22700,0.7604235410690308,509551
340,94289,0.8320752382278442,325707
341,378230,0.837361216545105,82200
342,43898,0.9274749159812927,354684
343,135026,0.7863211035728455,99532
344,318299,0.8220053315162659,327969
345,368338,0.878279983997345,379385
346,31076,0.7610582113265991,32060
347,323289,0.8371743559837341,171527
348,25754,0.8717281222343445,26551
349,81024,0.8377780318260193,112488
350,447624,0.7073780298233032,80025
351,419840,0.8520019054412842,432172
352,197875,0.7678301334381104,232525
353,450743,0.846636176109314,480815
354,324288,0.8105660080909729,237805
355,365864,0.9014492630958557,376833
356,38133,0.863715410232544,39335
357,1069,0.828371524810791,9622
358,64499,0.6743893027305603,301642
359,29894,0.8701803684234619,30833
360,138072,0.8815788626670837,142418
361,330511,0.8523567318916321,340515
362,430529,0.8202362656593323,411732
363,189576,0.8623436093330383,109099
364,472594,0.7575146555900574,486374
365,279516,0.8304338455200195,288036
366,59251,0.8084173202514648,61103
367,395246,0.8580649495124817,406964
368,518161,0.8142603039741516,533055
369,16591,0.8190236687660217,146595
370,417046,0.862261950969696,429319
371,255939,0.8532116413116455,263789
372,6927,0.8125306367874146,525754
373,480217,0.8893007040023804,494208
374,128563,0.8472777605056763,132610
375,38997,0.8328719735145569,359352
376,141849,0.8292170763015747,140036
377,385287,0.8765061497688293,112326
378,75688,0.8825098872184753,78080
379,394456,0.8783063888549805,516934
380,38264,0.7930604219436646,396796
381,418905,0.7857575416564941,264830
382,85761,0.8514128923416138,88479
383,216834,0.8371714353561401,223564
384,362250,0.8527461290359497,101327
385,350067,0.8035596609115601,360589
386,157002,0.8565723299980164,161932
387,30788,0.7771532535552979,31758
388,435013,0.8309422135353088,425645
389,27761,0.7971710562705994,3070
390,138528,0.844428300857544,142889
391,222697,0.9233047962188721,229589
392,105721,0.8754409551620483,38260
393,233085,0.808348536491394,240246
394,71900,0.8457416892051697,194921
395,113880,0.8348850607872009,117493
396,31735,0.8609882593154907,32744
397,391769,0.8254991769790649,193402
398,194672,0.877059817314148,460381
399,29156,0.7938686609268188,30069
400,421105,0.6971228122711182,400425
401,309502,0.8837488889694214,175029
402,223031,0.8337280750274658,229932
403,388436,0.8880360126495361,399983
404,110017,0.8008781671524048,66517
405,9160,0.8330196142196655,254582
406,93844,0.8491641283035278,96827
407,288764,0.8286986351013184,297568
408,100120,0.8494796752929688,103290
409,92133,0.8057971000671387,69236
410,170025,0.8432153463363647,111478
411,410563,0.8824284076690674,422674
412,198179,0.9103668332099915,204342
413,188992,0.8403196334838867,194866
414,361986,0.754491925239563,372843
415,27028,0.8231395483016968,27871
416,173378,0.802645206451416,178783
417,464327,0.8448547124862671,477893
418,330880,0.823667049407959,340893
419,513595,0.8200572729110718,528371
420,274352,0.8471798896789551,228616
421,22312,0.9013737440109253,23000
422,173724,0.8633358478546143,179142
423,368396,0.8505347967147827,379445
424,151058,0.8096194267272949,155811
425,229379,0.9040470719337463,236439
426,55110,0.8289772272109985,56843
427,74260,0.7905265092849731,76601
428,78129,0.7740960121154785,80597
429,457029,0.8601489067077637,110468
430,17965,0.8519517779350281,369602
431,144860,0.7763915061950684,149438
432,416483,0.8344489336013794,428738
433,484745,0.8788132667541504,498854
434,461903,0.7885285019874573,475402
435,488960,0.8907670378684998,59185
436,510968,0.8613476753234863,525690
437,435800,0.8674532771110535,448598
438,127658,0.8111817836761475,250272
439,199674,0.7684646844863892,205900
440,429008,0.8449978828430176,441612
441,215476,0.8973938822746277,186034
442,80747,0.8393869996070862,83303
443,416461,0.6861991882324219,285782
444,373699,0.9390943646430969,384872
445,201586,0.7834396362304688,516598
446,8000,0.8335272073745728,8253
447,5534,0.8722313046455383,5710
448,359919,0.8137786388397217,438226
449,189258,0.9203827381134033,195142
450,520405,0.7396021485328674,535350
451,84387,0.8134288787841797,414848
452,235265,0.6888934373855591,163256
453,102535,0.8509918451309204,24536
454,416200,0.7506847381591797,214107
455,20032,0.8823491930961609,20654
456,513260,0.8088655471801758,410068
457,244682,0.9225714206695557,489702
458,409526,0.8004593253135681,199958
459,193796,0.856683075428009,199811
460,399736,0.7791464328765869,122233
461,294321,0.8571205735206604,303289
462,37343,0.7801731824874878,7721
463,418888,0.8425568342208862,337977
464,201391,0.7741758823394775,18835
465,76782,0.8278465867042542,6924
466,439718,0.7680848240852356,254375
467,513382,0.8109632730484009,528155
468,253959,0.7997943758964539,261762
469,490484,0.7834899425506592,504727
470,133738,0.8819077014923096,427064
471,230653,0.8482177257537842,237751
472,30509,0.8816624879837036,31467
473,185002,0.8421860933303833,190758
474,479394,0.7668169140815735,493360
475,80082,0.9412586092948914,82618
476,168018,0.857403039932251,173259
477,197846,0.828403115272522,203996
478,402373,0.6271132826805115,529181
479,393099,0.9029490947723389,404754
480,212723,0.7758187651634216,219353
481,207407,0.873731255531311,213882
482,48354,0.8813273906707764,336561
483,227066,0.8193944692611694,193288
484,216724,0.8070667386054993,220301
485,163430,0.8901626467704773,168535
486,275299,0.7470430135726929,283700
487,249021,0.7837698459625244,256659
488,158845,0.7966960072517395,271875
489,482266,0.8885565996170044,496308
490,99092,0.8428513407707214,102236
491,296722,0.8253580331802368,305766
492,378773,0.8525700569152832,117188
493,279752,0.7128836512565613,308438
494,100816,0.8411036729812622,149184
495,263189,0.8078524470329285,271236
496,332178,0.9312630891799927,342219
497,230304,0.9144994020462036,51258
498,453819,0.9195472002029419,467117
499,30542,0.8269742131233215,125211
500,434774,0.8277442455291748,447546
501,170745,0.8373270034790039,150264
502,3457,0.8481678366661072,3565
503,349767,0.8394614458084106,360282
504,287945,0.9149464964866638,296727
505,53516,0.8500258922576904,55204
506,219989,0.8561738729476929,226804
507,375651,0.8041825890541077,405926
508,433400,0.9031615257263184,446134
509,34109,0.7735177278518677,12371
510,46815,0.7830222249031067,235205
511,46159,0.7799360752105713,47611
512,497031,0.7113654613494873,93955
513,249931,0.7945996522903442,257601
514,211078,0.739229142665863,217657
515,300916,0.8849731683731079,310101
516,1607,0.7676699757575989,196785
517,87241,0.8929545879364014,90013
518,421180,0.9482872486114502,282994
519,425353,0.9793919324874878,437849
520,219745,0.8815897107124329,226554
521,264663,0.9433687329292297,272757
522,61647,0.8357520699501038,457704
523,105244,0.7928863167762756,58484
524,8005,0.8950889706611633,8258
525,208034,0.8540889024734497,214533
526,18672,0.7883461713790894,258112
527,226367,0.8773107528686523,468891
528,75782,0.8876738548278809,78177
529,333468,0.9189947843551636,343546
530,31136,0.9000551700592041,224945
531,239225,0.8581914901733398,246597
532,282390,0.8802137970924377,291004
533,339124,0.7691366076469421,310745
534,147699,0.8082972764968872,305637
535,87476,0.8732022643089294,90253
536,64229,0.786170244216919,477675
537,13379,0.8301230072975159,13800
538,99602,0.7994128465652466,272773
539,325492,0.8364465832710266,335359
540,340352,0.8847118616104126,350617
541,147105,0.7921565771102905,310646
542,106900,0.7406249642372131,31839
543,69078,0.9142525792121887,177376
544,287950,0.9147845506668091,296732
545,152004,0.8624081611633301,156795
546,5042,0.8650366067886353,5204
547,370605,0.8976349830627441,229073
548,296479,0.9200379848480225,305515
549,302012,0.8366950750350952,311237
550,131104,0.8041641116142273,135231
551,329763,0.8452316522598267,339750
552,298789,0.7557267546653748,437656
553,311703,0.819632887840271,321191
554,507482,0.9152684211730957,522135
555,198721,0.8654273152351379,204908
556,372865,0.770606279373169,384013
557,456404,0.8024103045463562,469767
558,190764,0.6701965928077698,19462
559,9830,0.861651599407196,10148
560,493375,0.85535728931427,507692
561,98421,0.7901711463928223,101544
562,420998,0.7814013361930847,361976
563,335803,0.8697541952133179,261464
564,99722,0.8287627696990967,281775
565,431037,0.9130954742431641,443702
566,305410,0.9278085231781006,314718
567,205741,0.7975654602050781,493757
568,49062,0.8499241471290588,50588
569,90315,0.8455862402915955,93181
570,442447,0.8004831075668335,455423
571,447839,0.8441447019577026,460962
572,42409,0.9096015691757202,94053
573,480121,0.7559610605239868,401945
574,202212,0.7120072841644287,278932
575,234806,0.7700443863868713,225741
576,131989,0.8495261669158936,136151
577,230314,0.9160833954811096,117836
578,215855,0.8966972827911377,61403
579,144216,0.8609340190887451,240868
580,166203,0.870619535446167,171396
581,249645,0.8567235469818115,412255
582,235604,0.8439334630966187,242843
583,185912,0.8364506363868713,191695
584,336805,0.8828767538070679,149711
585,6518,0.83930903673172,112125
586,224320,0.827786922454834,69856
587,299155,0.920613169670105,308286
588,339214,0.8402988910675049,158839
589,243334,0.8750946521759033,250827
590,58585,0.8864033222198486,60419
591,287819,0.8513147234916687,383252
592,92323,0.9046635627746582,198414
593,170524,0.8581583499908447,20609
594,73094,0.9242665767669678,33042
595,339636,0.8447426557540894,349888
596,203736,0.8959474563598633,210099
597,471092,0.8945621252059937,484835
598,263625,0.8529478907585144,271690
599,403693,0.7595895528793335,280399
600,480867,0.7927467823028564,494877
601,379422,0.775536060333252,4331
602,359306,0.8206723928451538,370083
603,311884,0.8293993473052979,321380
604,107526,0.8384673595428467,110928
605,253547,0.7761096358299255,261334
606,376428,0.8621424436569214,387682
607,423800,0.9373016357421875,436247
608,495440,0.8328855633735657,509805
609,483206,0.8101823925971985,434573
610,351100,0.9501093626022339,361645
611,232783,0.8920010924339294,239934
612,142386,0.6921108961105347,146881
613,10704,0.8313430547714233,14915
614,493498,0.7888634204864502,507822
615,185780,0.7854998111724854,191559
616,441597,0.8514484167098999,454560
617,9060,0.9158710241317749,273621
618,419913,0.8764671087265015,468793
619,335504,0.8328875303268433,345640
620,326145,0.8474950790405273,336033
621,463536,0.7220838069915771,258654
622,133052,0.9073801040649414,137245
623,504731,0.8191803693771362,380019
624,85581,0.868004322052002,88293
625,426656,0.7947031259536743,439190
626,177967,0.9169505834579468,183530
627,113099,0.8595354557037354,318799
628,272251,0.6803172826766968,364972
629,458862,0.9262633323669434,472295
630,144859,0.8424972295761108,188585
631,237491,0.7911278605461121,244791
632,487572,0.8685926198959351,160165
633,24777,0.8584348559379578,39367
634,386166,0.738325297832489,28055
635,294462,0.8382014036178589,72358
636,486572,0.816545307636261,178016
637,135690,0.8592570424079895,327152
638,78927,0.926924467086792,81421
639,91785,0.8023746609687805,94696
640,124442,0.816864550113678,128381
641,514126,0.8369271159172058,528917
642,301142,0.8724019527435303,310340
643,102850,0.7666417956352234,106100
644,463313,0.9013795852661133,476850
645,442407,0.7101441025733948,455382
646,167787,0.845661461353302,173023
647,465775,0.9046230316162109,479393
648,448239,0.8277721405029297,302254
649,363273,0.7832035422325134,360867
650,487011,0.7785946726799011,501182
651,252109,0.812441349029541,59936
652,110625,0.9364451169967651,114134
653,308360,0.7336968183517456,317752
654,89720,0.8234797716140747,346957
655,496781,0.8852280974388123,511177
656,26573,0.8303360939025879,27402
657,386215,0.8542921543121338,397711
658,187602,0.7809401154518127,193444
659,197497,0.7989264726638794,293137
660,491797,0.8822622299194336,506074
661,450782,0.8621838688850403,463990
662,284161,0.8523880243301392,91628
663,157890,0.8398521542549133,162850
664,299967,0.835003137588501,309119
665,406810,0.8964244723320007,144226
666,32919,0.8074638843536377,33959
667,276311,0.9086199998855591,284738
668,84309,0.8140337467193604,86986
669,112254,0.8547643423080444,115817
670,23429,0.8191735744476318,24150
671,23827,0.9520478248596191,24556
672,300259,0.7908565998077393,309421
673,254622,0.8754127025604248,262439
674,211570,0.8828742504119873,218164
675,326808,0.8868007659912109,381462
676,174264,0.836753249168396,175982
677,239111,0.8824276924133301,26315
678,386081,0.8519610166549683,397576
679,317111,0.8568837642669678,326749
680,211672,0.8175665736198425,218269
681,380129,0.8300228118896484,391478
682,123681,0.8917735815048218,83184
683,292422,0.8357512354850769,301336
684,124710,0.9031188488006592,128655
685,392762,0.8671374917030334,404410
686,268007,0.8885511755943298,387242
687,464648,0.9305909872055054,309791
688,322788,0.8946858644485474,501432
689,213834,0.8258486390113831,60694
690,457031,0.8906413912773132,470409
691,329104,0.6149525046348572,381962
692,343296,0.8637281656265259,353627
693,365464,0.8021348118782043,329020
694,36279,0.8619403839111328,37415
695,520489,0.861883282661438,535436
696,342533,0.9041913747787476,352847
697,3402,0.8047603964805603,75879
698,129963,0.7853881120681763,134062
699,185794,0.9335963129997253,191574
700,101073,0.7739510536193848,16212
701,10750,0.8478213548660278,11093
702,364040,0.8170403242111206,374952
703,491319,0.7486253976821899,505584
704,468323,0.9045877456665039,482010
705,328692,0.703514039516449,338650
706,164640,0.8417029976844788,169783
707,26448,0.8365861773490906,27273
708,60778,0.8318695425987244,62684
709,370507,0.8949837684631348,381605
710,483069,0.8030830025672913,173591
711,117818,0.8524116277694702,121544
712,428582,0.8754503726959229,441168
713,521907,0.880238950252533,162558
714,199683,0.7733885049819946,205910
715,278196,0.8199787139892578,286677
716,345795,0.8571064472198486,143663
717,36867,0.9108799695968628,38036
718,138914,0.8739088177680969,401437
719,361343,0.8604404926300049,372177
720,286372,0.83710777759552,397680
721,53042,0.8243639469146729,16719
722,204763,0.8920870423316956,86323
723,372728,0.8314852118492126,383875
724,441523,0.9059295058250427,454483
725,516838,0.8337376117706299,531697
726,330164,0.87615966796875,295255
727,54247,0.779640793800354,55956
728,139160,0.7722591161727905,143546
729,118454,0.8303172588348389,122200
730,443682,0.8646050691604614,456702
731,473670,0.9040234088897705,121873
732,16034,0.8698102235794067,201006
733,411168,0.8217301368713379,423290
734,134059,0.8612196445465088,229774
735,220550,0.7701643109321594,227386
736,299924,0.7815417647361755,309075
737,300971,0.8501708507537842,310159
738,40117,0.8528127670288086,352552
739,431657,0.8340122103691101,444336
740,41059,0.7848293781280518,42358
741,18694,0.8737928867340088,19276
742,352486,0.6737878322601318,363075
743,475404,0.7867168188095093,489250
744,415270,0.8591228723526001,427487
745,289895,0.6825485825538635,298741
746,179084,0.8033449649810791,184685
747,468260,0.8288066387176514,150350
748,307114,0.8873609304428101,316470
749,267286,0.8922601938247681,275461
750,348420,0.8782647848129272,358894
751,75416,0.8374624252319336,77804
752,189593,0.8089780807495117,195487
753,268603,0.8553648591041565,276826
754,192950,0.7025834321975708,313
755,210146,0.768912672996521,358848
756,502991,0.8528465032577515,443813
757,470922,0.8706698417663574,484663
758,10923,0.7978819608688354,384417
759,311087,0.8302334547042847,328869
760,404691,0.7959304451942444,195148
761,500779,0.8709398508071899,515276
762,210886,0.7949581146240234,217458
763,516839,0.8545929789543152,322572
764,147366,0.7502297163009644,152014
765,191286,0.7999151945114136,197237
766,600,0.7560980319976807,245604
767,70389,0.7518720626831055,122123
768,80605,0.9790703058242798,83155
769,155906,0.8656777143478394,69009
770,96536,0.81470787525177,111065
771,58928,0.7415090799331665,322355
772,382795,0.8967419862747192,269563
773,388250,0.838412344455719,399793
774,402269,0.8657889366149902,414176
775,182128,0.875104546546936,187804
776,25656,0.7560172080993652,140008
777,226454,0.7263202667236328,233443
778,293111,0.8608840107917786,302041
779,305342,0.7082499861717224,457454
780,132029,0.8092470765113831,404419
781,55285,0.856284499168396,57026
782,77233,0.8716819286346436,378397
783,451896,0.9308167695999146,465141
784,26753,0.7753967046737671,361380
785,290713,0.6860237121582031,392549
786,11746,0.7818654775619507,204350
787,429272,0.895941972732544,441885
788,330046,0.7897415161132812,340039
789,408641,0.7580870389938354,420703
790,476411,0.8280456066131592,490291
791,55526,0.7603130340576172,57275
792,14470,0.7471879720687866,6580
793,235344,0.8939863443374634,242578
794,328889,0.7413208484649658,338853
795,259590,0.8062703609466553,267547
796,144015,0.8446650505065918,518804
797,69554,0.7986125946044922,297802
798,488282,0.9211898446083069,502478
799,279009,0.8151575326919556,287516
800,57198,0.8281952738761902,140212
801,520983,0.9671472907066345,535942
802,451683,0.8593289852142334,464921
803,248764,0.7961292266845703,79837
804,232213,0.7630714774131775,152900
805,249641,0.6689255833625793,532464
806,313694,0.7481247186660767,500465
807,92985,0.8072090744972229,24737
808,218820,0.900027334690094,225598
809,73500,0.9143893718719482,176587
810,234671,0.8782782554626465,241889
811,47516,0.7605493068695068,377849
812,257839,0.6881765723228455,447222
813,40390,0.8180073499679565,127670
814,122583,0.8791171908378601,22530
815,447451,0.9410711526870728,460565
816,69338,0.8938148021697998,71512
817,309475,0.8024922609329224,203224
818,377656,0.7543501257896423,43048
819,96916,0.8192245960235596,99997
820,486284,0.8413721323013306,500436
821,118823,0.8941333293914795,463194
822,463850,0.7417280077934265,433453
823,705,0.8214268088340759,727
824,460408,0.7995882034301758,375162
825,236592,0.7362414598464966,243868
