method,clusters,router,setting_id,top_k,probes,repetitions,leaf_size,node_budget,exploration,seed,measurements,complete_processes,complete,qualified,recall,p50_ms,p95_ms,total_query_ms,process_p50_median_ms,process_p50_min_ms,process_p50_max_ms,logical_index_bytes,lifetime_peak_bytes,mean_documents_scored,mean_nodes,mean_bitplane_words,mean_leaf_words,mean_prefix_levels,mean_prefix_lookups,mean_final_depth,start_depth,candidate_target
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00434,10,3,1,2048,512,0,42,3000,3,True,True,0.5101,0.12154199976066593,0.1372500009892974,367.31264997433755,0.12141600018367171,0.12133299969718792,0.12187499942228897,76110336,221872128,801.38,3.0,0.0,13.987,0.0,0.0,0.0,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00462,100,87,1,2048,512,0,42,3000,3,True,True,0.80098,0.9907079993354273,1.0991899005603043,2981.142235938023,0.9896040000967332,0.9877710008368012,0.9943334998752107,76110336,221872128,21658.065,87.0,0.0,380.473,0.0,0.0,0.0,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00418,1,53,1,2048,512,0,42,3000,3,True,True,0.901,0.6518959999084473,0.7345103995248791,1960.479972010944,0.6539999994856771,0.6486040001618676,0.654145999760658,76110336,221872128,13302.015,53.0,0.0,233.493,0.0,0.0,0.0,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00475,100,1414,1,2048,8192,0,42,3000,3,True,True,0.99002,13.89352099977259,14.402754200000345,41662.99973397872,13.886791999539128,13.88416700046946,13.904979500694026,76110336,221872128,345279.339,1414.0,0.0,6083.381,0.0,0.0,0.0,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00447,10,289,1,2048,8192,0,42,3000,3,True,True,0.9501,2.942146001259971,3.174685751037032,8829.859057055728,2.94410400056222,2.9355209999266663,2.945000000181608,76110336,221872128,70870.196,289.0,0.0,1247.491,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00394,1,527,1,,,,,3000,3,True,True,0.99,5.11718799953087,5.447587198523252,15334.086469956674,5.087437500151282,5.081874999632419,5.184709000786825,40000000,184565760,128686.342,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00390,1,2,1,,,,,3000,3,True,True,0.552,0.09895850052998867,0.11029404959117527,299.3827810296352,0.0986459999694489,0.09849999878497329,0.09989550017053261,40000000,184565760,535.118,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00406,100,1414,1,,,,,3000,3,True,True,0.99002,13.567979499384819,14.770297951599787,40951.27471695196,13.44352100022661,13.439104500321264,13.987978999466577,40000000,184565760,345279.339,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00405,100,513,1,,,,,3000,3,True,True,0.95003,5.077291500128922,5.621629799588845,15323.964083943793,5.026833499869099,5.019582999921113,5.2530415005094255,40000000,184565760,125302.799,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00403,100,87,1,,,,,3000,3,True,True,0.80098,0.9879999997792765,1.1101711505943967,2972.683508973205,0.9794999996302067,0.9728749992063968,1.0148750006919727,40000000,184565760,21658.065,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00398,10,118,1,,,,,3000,3,True,True,0.9002,1.2389794992486713,1.3777940511317865,3737.845193965768,1.2278750000405125,1.2272089998077718,1.2666460006585112,40000000,184565760,29231.202,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00404,100,246,1,,,,,3000,3,True,True,0.90028,2.553645499574486,2.8392193506988406,7683.475505995375,2.5207084991052398,2.5107290002779337,2.635958000610117,40000000,184565760,60451.827,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00391,1,15,1,,,,,3000,3,True,True,0.804,0.23016649993223837,0.2640419989802467,694.4863390017417,0.22827100019640056,0.22785400051361648,0.23318749936152017,40000000,184565760,3886.685,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00400,10,994,1,,,,,3000,3,True,True,0.99,9.471104499425564,9.898308350329899,28372.889658048734,9.466103999329789,9.458582999286591,9.487625000474509,40000000,184565760,242528.686,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00396,10,3,1,,,,,3000,3,True,True,0.5101,0.1126670013036346,0.12796104965673294,340.74411898109247,0.11268700018263189,0.11154200001328718,0.11383299897715915,40000000,184565760,801.38,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00399,10,289,1,,,,,3000,3,True,True,0.9501,2.8514795003502513,3.0743002989765955,8556.390733041553,2.852229000382067,2.8480415003286907,2.856374999282707,40000000,184565760,70870.196,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00402,100,9,1,,,,,3000,3,True,True,0.51447,0.19745799909287598,0.2253792008559685,595.8607650318299,0.19745799909287598,0.1966045001609018,0.1981664991035359,40000000,184565760,2366.209,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00392,1,53,1,,,,,3000,3,True,True,0.901,0.5965000000287546,0.6699589995150745,1792.9487260644237,0.5969584999547806,0.5953959998805658,0.597166501393076,40000000,184565760,13302.015,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00397,10,35,1,,,,,3000,3,True,True,0.8008,0.42875000053754775,0.48621425039527816,1290.1011720132374,0.4282494992366992,0.42814599964913214,0.4302084998926148,40000000,184565760,8847.072,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00393,1,125,1,,,,,3000,3,True,True,0.95,1.292375500270282,1.4274231990384578,3893.8995070529927,1.2920624994876562,1.2892079994344385,1.2962499995410326,40000000,184565760,30948.356,0.0,0.0,0.0,0.0,0.0,0.0,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00563,100,1414,1,,,,,3000,3,True,True,0.99002,15.924416499728977,17.12254789945291,47728.616101056105,15.931270499095262,15.909396000097331,15.937291999762238,44000000,157351936,345279.339,0.0,0.0,0.0,17.0,45248.0,0.0,16,500000
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00504,1,527,1,,,,,3000,3,True,True,0.99,5.924270499235718,6.485418100874085,17809.16723604969,5.917729499742563,5.914541499805637,5.934166999395529,44000000,157351936,128686.342,0.0,0.0,0.0,17.0,16864.0,0.0,16,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00522,10,118,1,,,,,3000,3,True,True,0.9002,1.412645499840437,1.5917687504042988,4261.507531940879,1.4097289995333995,1.4096459999564104,1.4205420002326719,44000000,157351936,29231.202,0.0,0.0,0.0,17.0,3776.0,0.0,16,100000
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00516,10,35,1,,,,,3000,3,True,True,0.8004,0.47987500056478893,0.5470482500641083,1446.837526103991,0.47983299918996636,0.47860400081845,0.4809580004803138,44000000,157351936,8840.137,0.0,0.0,0.0,16.975,1119.02,0.025,16,10000
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00489,1,15,1,,,,,3000,3,True,True,0.804,0.2541249996284023,0.2952961503069673,766.6783340100665,0.25410399939573836,0.2538329999879352,0.2548124994063983,44000000,157351936,3886.685,0.0,0.0,0.0,17.0,480.0,0.0,16,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00493,1,53,1,,,,,3000,3,True,True,0.901,0.6780419989809161,0.7739694000520102,2046.1660510391084,0.6785830000808346,0.6769380006517167,0.6790209999962826,44000000,157351936,13302.015,0.0,0.0,0.0,17.0,1696.0,0.0,16,500000
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00553,100,246,1,,,,,3000,3,True,True,0.90028,2.8867495002486976,3.1859961493864826,8667.380202985441,2.887437999561371,2.8814790002797963,2.889396000682609,44000000,157351936,60451.827,0.0,0.0,0.0,17.0,7872.0,0.0,16,500000
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00527,10,289,1,,,,,3000,3,True,True,0.9501,3.320271000120556,3.6688211500404577,9975.243645010778,3.319958499560016,3.3172920002471074,3.322041499814077,44000000,157351936,70870.196,0.0,0.0,0.0,17.0,9248.0,0.0,16,100000
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00559,100,513,1,,,,,3000,3,True,True,0.95003,5.8385625006849295,6.389177401524648,17539.886006956294,5.83864599957451,5.834292000145069,5.839208500219684,44000000,157351936,125302.799,0.0,0.0,0.0,17.0,16416.0,0.0,16,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00483,1,2,1,,,,,3000,3,True,True,0.552,0.1025829988066107,0.11487709980428916,309.8251270057517,0.10229200051981024,0.10208300045633223,0.10329149972676532,44000000,157351936,535.118,0.0,0.0,0.0,17.0,64.0,0.0,16,500000
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00511,10,3,1,,,,,3000,3,True,True,0.5101,0.1171669991890667,0.13370799943004386,354.263295106648,0.1170625000668224,0.11658299990813248,0.11795850059570512,44000000,157351936,801.38,0.0,0.0,0.0,17.0,96.0,0.0,16,10000
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00534,10,994,1,,,,,3000,3,True,True,0.99,11.132041499877232,12.059196151039941,33420.87428303239,11.13722899935965,11.097812999651069,11.155417000736634,44000000,157351936,242528.686,0.0,0.0,0.0,17.0,31808.0,0.0,16,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00497,1,125,1,,,,,3000,3,True,True,0.95,1.480687499679334,1.6642205008793098,4466.272487081369,1.4810210004725377,1.4746875003766036,1.4863959986541886,44000000,157351936,30948.356,0.0,0.0,0.0,17.0,4000.0,0.0,16,100000
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00542,100,9,1,,,,,3000,3,True,True,0.51447,0.2135419999831356,0.2456711490594898,645.4182390316419,0.2135205004378804,0.21272899903124198,0.21447900053317426,44000000,157351936,2366.209,0.0,0.0,0.0,17.0,288.0,0.0,16,100000
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00548,100,87,1,,,,,3000,3,True,True,0.80098,1.0900414999923669,1.2283558998205988,3285.612280045825,1.089312499971129,1.0890625007959898,1.0921040011453442,44000000,157351936,21658.065,0.0,0.0,0.0,17.0,2784.0,0.0,16,500000
