target,meets_target,method,clusters,router,setting_id,top_k,probes,repetitions,measurements,complete_processes,complete,qualified,recall,p50_ms,p95_ms,total_query_ms,process_p50_median_ms,process_p50_min_ms,process_p50_max_ms,logical_index_bytes,lifetime_peak_bytes,mean_documents_scored,mean_nodes,mean_bitplane_words,mean_leaf_words,mean_prefix_levels,mean_prefix_lookups,mean_final_depth,original_setting_id,source_study,source_folder,source_ram_budget_bytes,router_stored_fields_bytes,stored_fields_with_router_bytes,mean_opened_rows,opened_rows_scan_setting_id,leaf_size,node_budget,exploration,seed,start_depth,candidate_target,reasons,source_setting_ids
0.95,True,branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00422,1,125,1,3000,3,True,True,0.95,1.4097919993218966,1.5587708518069119,4251.769439943018,1.4087705003476003,1.4074374994379468,1.413208499798202,76110336,221904896,30948.356,125.0,0.0,544.017,0.0,0.0,0.0,main-s00422,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,80337408,30948.356,nomic-msmarco-d256::main-s00393,2048,512,0,42,,,,
0.95,True,prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00030,1,125,1,3000,3,True,True,0.95,1.4163334999466315,1.5818770998521359,4261.277574954875,1.4157499990687938,1.403771000695997,1.43116649815056,44000000,157106176,30948.356,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d256-followup-s00030,nomic-msmarco-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256-followup,32000000000,4227072,48227072,30948.356,nomic-msmarco-d256::main-s00393,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00393', 'target': 0.95}]",['main-s00393']
0.99,True,scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00394,1,527,1,3000,3,True,True,0.99,5.094249498142744,5.411631249444326,15268.408181116683,5.092916999274166,5.0903544997709105,5.100457998196362,40000000,184549376,128686.342,0.0,0.0,0.0,0.0,0.0,0.0,main-s00394,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,44227072,128686.342,nomic-msmarco-d256::main-s00394,,,,,,,,
0.99,True,branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00427,1,527,1,3000,3,True,True,0.99,5.550041500100633,5.905550348870747,16631.10632894677,5.563958500715671,5.515916498552542,5.573166999965906,76110336,221904896,128686.342,527.0,0.0,2266.713,0.0,0.0,0.0,main-s00427,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,80337408,128686.342,nomic-msmarco-d256::main-s00394,2048,8192,0,42,,,,
0.99,True,prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00031,1,527,1,3000,3,True,True,0.99,5.544812498555984,6.039425002563803,16624.817673971847,5.528749999939464,5.508021000423469,5.578437499934807,44000000,157155328,128686.342,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d256-followup-s00031,nomic-msmarco-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256-followup,32000000000,4227072,48227072,128686.342,nomic-msmarco-d256::main-s00394,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00394', 'target': 0.99}]",['main-s00394']
0.5,True,scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00396,10,3,1,3000,3,True,True,0.5101,0.11220799933653325,0.12774999795510666,339.43028201247216,0.11177099986525718,0.11166699914610945,0.11281250044703484,40000000,184549376,801.38,0.0,0.0,0.0,0.0,0.0,0.0,main-s00396,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,44227072,801.38,nomic-msmarco-d256::main-s00396,,,,,,,,
0.5,True,branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00434,10,3,1,3000,3,True,True,0.5101,0.1218544985022163,0.13801249951939093,368.6590520956088,0.12160450023657177,0.12112500189687125,0.12289600090298336,76110336,221904896,801.38,3.0,0.0,13.987,0.0,0.0,0.0,main-s00434,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,80337408,801.38,nomic-msmarco-d256::main-s00396,2048,512,0,42,,,,
0.5,True,prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00032,10,3,1,3000,3,True,True,0.5101,0.1156250000349246,0.1311270516453078,349.1822539945133,0.11629100117716007,0.11404199904063717,0.11683299999276642,44000000,157073408,801.38,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d256-followup-s00032,nomic-msmarco-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256-followup,32000000000,4227072,48227072,801.38,nomic-msmarco-d256::main-s00396,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00396', 'target': 0.5}]",['main-s00396']
0.8,True,scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00397,10,35,1,3000,3,True,True,0.8008,0.4241665010340512,0.48133399832295254,1276.898707041255,0.42406249849591404,0.42262500028300565,0.42639599996618927,40000000,184549376,8847.072,0.0,0.0,0.0,0.0,0.0,0.0,main-s00397,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,44227072,8847.072,nomic-msmarco-d256::main-s00397,,,,,,,,
0.8,True,branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00438,10,35,1,3000,3,True,True,0.8008,0.444041999799083,0.5020839998906013,1336.6173651265854,0.44424999941838905,0.4435210012161406,0.44462500227382407,76110336,221904896,8847.072,35.0,0.0,155.191,0.0,0.0,0.0,main-s00438,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,80337408,8847.072,nomic-msmarco-d256::main-s00397,2048,512,0,42,,,,
0.8,True,prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00033,10,35,1,3000,3,True,True,0.8008,0.47914599963405635,0.5462982515382464,1441.468330049247,0.4827920001844177,0.46568749894504435,0.49110399959317874,44000000,157155328,8847.072,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d256-followup-s00033,nomic-msmarco-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256-followup,32000000000,4227072,48227072,8847.072,nomic-msmarco-d256::main-s00397,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00397', 'target': 0.8}]",['main-s00397']
0.9,True,scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00398,10,118,1,3000,3,True,True,0.9002,1.2303124985919567,1.357999997890147,3707.4830519959505,1.2295204996917164,1.228583498232183,1.232166499903542,40000000,184549376,29231.202,0.0,0.0,0.0,0.0,0.0,0.0,main-s00398,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,44227072,29231.202,nomic-msmarco-d256::main-s00398,,,,,,,,
0.9,True,branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00442,10,118,1,3000,3,True,True,0.9002,1.2762295009451918,1.4188360526532051,3851.8550629451056,1.277312499951222,1.272583498575841,1.2784790014848113,76110336,221904896,29231.202,118.0,0.0,513.787,0.0,0.0,0.0,main-s00442,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,80337408,29231.202,nomic-msmarco-d256::main-s00398,2048,512,0,42,,,,
0.9,True,prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00034,10,118,1,3000,3,True,True,0.9002,1.3603335009975126,1.5270997007974074,4096.9226198940305,1.3408539998636115,1.333082998826285,1.4033544994163094,44000000,157073408,29231.202,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d256-followup-s00034,nomic-msmarco-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256-followup,32000000000,4227072,48227072,29231.202,nomic-msmarco-d256::main-s00398,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00398', 'target': 0.9}]",['main-s00398']
0.95,True,scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00399,10,289,1,3000,3,True,True,0.9501,2.8573335002874956,3.094291648085345,8594.67297099036,2.8582919985638,2.855666500181542,2.8585830004885793,40000000,184549376,70870.196,0.0,0.0,0.0,0.0,0.0,0.0,main-s00399,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,44227072,70870.196,nomic-msmarco-d256::main-s00399,,,,,,,,
0.95,True,branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00447,10,289,1,3000,3,True,True,0.9501,2.9401669999060687,3.1646006525988923,8826.908479091799,2.9388960010692244,2.9366875023697503,2.944750000096974,76110336,221904896,70870.196,289.0,0.0,1247.491,0.0,0.0,0.0,main-s00447,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,80337408,70870.196,nomic-msmarco-d256::main-s00399,2048,8192,0,42,,,,
0.95,True,prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00035,10,289,1,3000,3,True,True,0.9501,3.2097500006784685,3.5443976015812946,9649.535831988032,3.23062499955995,3.1241455017152475,3.2542714980081655,44000000,157155328,70870.196,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d256-followup-s00035,nomic-msmarco-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256-followup,32000000000,4227072,48227072,70870.196,nomic-msmarco-d256::main-s00399,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00399', 'target': 0.95}]",['main-s00399']
0.99,True,scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00400,10,994,1,3000,3,True,True,0.99,9.481478997258819,9.906823247365537,28411.16587190845,9.481125000093016,9.47762500072713,9.491854001680622,40000000,184549376,242528.686,0.0,0.0,0.0,0.0,0.0,0.0,main-s00400,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,44227072,242528.686,nomic-msmarco-d256::main-s00400,,,,,,,,
0.99,True,branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00451,10,994,1,3000,3,True,True,0.99,9.799562500120373,10.260895848659857,29378.61026113751,9.789271000045119,9.774562500751927,9.826999999859254,76110336,221904896,242528.686,994.0,0.0,4272.753,0.0,0.0,0.0,main-s00451,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,80337408,242528.686,nomic-msmarco-d256::main-s00400,2048,8192,0,42,,,,
0.99,True,prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00036,10,994,1,3000,3,True,True,0.99,10.647020499163773,11.501862499244453,31991.14189609827,10.679228998924373,10.45512500058976,10.774812999443384,44000000,157368320,242528.686,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d256-followup-s00036,nomic-msmarco-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256-followup,32000000000,4227072,48227072,242528.686,nomic-msmarco-d256::main-s00400,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00400', 'target': 0.99}]",['main-s00400']
0.5,True,scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00402,100,9,1,3000,3,True,True,0.51447,0.19639599850052036,0.22470804760814644,592.9721118918678,0.1965415012818994,0.1960835015779594,0.19670850088004954,40000000,184549376,2366.209,0.0,0.0,0.0,0.0,0.0,0.0,main-s00402,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,44227072,2366.209,nomic-msmarco-d256::main-s00402,,,,,,,,
0.5,True,branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00459,100,9,1,3000,3,True,True,0.51447,0.20941649927408434,0.2397499993094243,632.5344110809965,0.21097949866089039,0.2061669983959291,0.21106299936946016,76110336,221904896,2366.209,9.0,0.0,41.376,0.0,0.0,0.0,main-s00459,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,80337408,2366.209,nomic-msmarco-d256::main-s00402,2048,8192,0,42,,,,
0.5,True,prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00037,100,9,1,3000,3,True,True,0.51447,0.20487499932642095,0.2356333505304064,618.7992490740726,0.20625000070140231,0.20166650028841104,0.20662499991885852,44000000,157155328,2366.209,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d256-followup-s00037,nomic-msmarco-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256-followup,32000000000,4227072,48227072,2366.209,nomic-msmarco-d256::main-s00402,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00402', 'target': 0.5}]",['main-s00402']
